Gene name,Mouse gene name,Mouse homology type
BX548038.1,Snora78,ortholog_many2many
CABZ01083166.1,Gtf3c1,ortholog_one2many
CNNM1,Cnnm1,ortholog_one2one
en1a,En1,ortholog_one2many
btbd6a,Btbd6,ortholog_one2many
zgc:85843,Tm6sf2,ortholog_one2many
il6r,Gm13305,ortholog_many2many
il6r,Il11ra2,ortholog_many2many
il6r,Il11ra1,ortholog_many2many
il6r,Il2rg,ortholog_many2many
il6r,Il6ra,ortholog_many2many
il6r,Il12rb1,ortholog_many2many
il6r,Ghr,ortholog_many2many
il6r,Osmr,ortholog_many2many
il6r,Crlf2,ortholog_many2many
il6r,Il27ra,ortholog_many2many
il6r,Il13ra1,ortholog_many2many
il6r,Il23r,ortholog_many2many
dre-mir-23a-3,Mir23a,ortholog_one2one
dre-let-7a-3,Gm54609,ortholog_one2many
gigyf1a,Gigyf1,ortholog_one2many
im:6904045,Natd1,ortholog_one2many
BX649399.11,Gm54860,ortholog_one2many
dab1b,Dab1,ortholog_one2many
GALNT3,Galnt3,ortholog_one2one
dre-mir-7b,Mir7-1,ortholog_one2one
BX928743.4,Gm54860,ortholog_one2many
wdr54,Fbxw13,ortholog_many2many
wdr54,Fbxw18,ortholog_many2many
wdr54,Fbxw28,ortholog_many2many
wdr54,Fbxw26,ortholog_many2many
wdr54,Fbxw16,ortholog_many2many
wdr54,Fbxw15,ortholog_many2many
wdr54,Fbxw14,ortholog_many2many
wdr54,Fbxw22,ortholog_many2many
wdr54,Fbxw19,ortholog_many2many
wdr54,Fbxw21,ortholog_many2many
wdr54,Fbxw20,ortholog_many2many
wdr54,Fbxw25,ortholog_many2many
wdr54,Fbxw24,ortholog_many2many
wdr54,Fbxw27,ortholog_many2many
wdr54,Wdr54,ortholog_many2many
sbno1,Sbno1,ortholog_one2one
BX470072.1,Gm24129,ortholog_one2many
BX470072.1,Gm24296,ortholog_one2many
BX470072.1,Gm26402,ortholog_one2many
fancb,Fancb,ortholog_one2one
snx10a,Snx10,ortholog_one2many
SLC35D3,Slc35d3,ortholog_one2one
cd302,Cd302,ortholog_one2one
bcl7ba,Bcl7b,ortholog_one2many
FH,Fh1,ortholog_one2many
BX649394.13,Gm54860,ortholog_one2many
LO018336.1,Mmp1a,ortholog_many2many
LO018336.1,Mmp1b,ortholog_many2many
,Mir19a,ortholog_many2many
,Mir19b-1,ortholog_many2many
,Mir19b-2,ortholog_many2many
trib2,Trib2,ortholog_one2one
CABZ01021599.1,Ripk2,ortholog_one2many
cryba4,Cryba4,ortholog_one2one
tcf25,Tcf25,ortholog_one2one
usp20,Usp20,ortholog_one2one
dre-mir-181b-3,Mir181b-1,ortholog_one2many
zgc:162989,Ppp1r14d,ortholog_one2one
adcy3a,Adcy3,ortholog_one2many
oatx,Slc22a14,ortholog_many2many
oatx,Slc22a21,ortholog_many2many
oatx,Slc22a5,ortholog_many2many
oatx,Slc22a4,ortholog_many2many
oatx,Slc22a20,ortholog_many2many
oatx,Slc22a22,ortholog_many2many
oatx,Slc22a6,ortholog_many2many
oatx,Slc22a3,ortholog_many2many
oatx,Slc22a28,ortholog_many2many
oatx,Slc22a29,ortholog_many2many
oatx,Slc22a19,ortholog_many2many
oatx,Slc22a26,ortholog_many2many
oatx,Slc22a27,ortholog_many2many
oatx,Slc22a30,ortholog_many2many
oatx,Slc22a12,ortholog_many2many
oatx,Slc22a1,ortholog_many2many
map3k12,Map3k12,ortholog_one2one
VMAC,Vmac,ortholog_one2many
CABZ01102038.1,Gas7,ortholog_one2many
CABZ01020840.1,Bcl2l14,ortholog_one2one
sc:d189,Smagp,ortholog_many2many
sc:d189,Cd200l1,ortholog_many2many
sc:d189,Cd200l2,ortholog_many2many
sc:d189,Pvr,ortholog_many2many
sc:d189,Tigit,ortholog_many2many
sc:d189,Nectin2,ortholog_many2many
slitrk3a,Slitrk3,ortholog_one2many
cldnd1a,Cldnd1,ortholog_one2many
GARNL3,Garnl3,ortholog_one2one
mis12,Mis12,ortholog_one2one
pfklb,Pfkl,ortholog_one2many
dre-let-7g-2,Mirlet7f-2,ortholog_one2many
ndufv2,Ndufv2,ortholog_one2one
daglb,Daglb,ortholog_one2one
rabepk,Rabepk,ortholog_one2one
arf6a,Arf6,ortholog_one2many
rab10,Rab10,ortholog_one2one
phb2a,Phb2,ortholog_one2many
BX914214.12,Gm54860,ortholog_one2many
tmem135,Tmem135,ortholog_one2one
ska2,Ska2,ortholog_one2one
shfl,Shfl,ortholog_one2one
rbm27,Rbm27,ortholog_one2one
cpne5b,Cpne5,ortholog_one2many
lyst,Lyst,ortholog_one2one
wfikkn1,Eppin,ortholog_many2many
wfikkn1,Wfdc6a,ortholog_many2many
wfikkn1,Wfdc6b,ortholog_many2many
wfikkn1,Spint4,ortholog_many2many
wfikkn1,Spint1,ortholog_many2many
wfikkn1,Wfdc8,ortholog_many2many
wfikkn1,Lrp11,ortholog_many2many
BX088712.13,Gm54860,ortholog_one2many
SNORA81,Gm22519,ortholog_one2many
SNORA81,Snora81,ortholog_one2many
SNORA81,Gm26040,ortholog_one2many
SNORA81,Gm22588,ortholog_one2many
BX942815.6,Gm54860,ortholog_one2many
CABZ01039304.1,Vsir,ortholog_many2many
CABZ01039304.1,Igsf5,ortholog_many2many
CABZ01039304.1,Muc15,ortholog_many2many
CABZ01039304.1,Clmp,ortholog_many2many
tspan13a,Tspan13,ortholog_one2many
AL929469.4,Gm25133,ortholog_many2many
AL929469.4,Snora30,ortholog_many2many
FQ377903.3,Gcc2,ortholog_one2one
BX072577.1,Myoz3,ortholog_one2many
BX470163.2,Snord111,ortholog_many2many
BX470163.2,Gm22193,ortholog_many2many
haus4,Haus4,ortholog_one2one
dre-mir-125a-1,Mir125a,ortholog_one2many
dre-mir-18b,Mir18,ortholog_one2many
DMXL1,Dmxl1,ortholog_one2one
CABZ01103862.1,Dlg5,ortholog_one2many
pts,Pts,ortholog_one2one
CABZ01083953.1,Gm56199,ortholog_one2one
herc4,Herc4,ortholog_one2one
lmbrd2a,Lmbrd2,ortholog_one2many
ctnnb1,Ctnnb1,ortholog_one2many
CR352215.1,Gm25989,ortholog_one2many
CR352215.1,Gm23513,ortholog_one2many
CR352215.1,Gm25394,ortholog_one2many
SFMBT1,Sfmbt1,ortholog_one2one
DTX1,Dtx1,ortholog_one2one
BX005203.2,Snord37,ortholog_one2many
LO018113.1,Gm26243,ortholog_one2many
CU861477.1,Ncan,ortholog_one2many
pigrl2.3,Fcamr,ortholog_one2many
mmp13a,Mmp1a,ortholog_many2many
mmp13a,Mmp1b,ortholog_many2many
CR381673.1,Cd244a,ortholog_one2many
SNORA23,Snora23,ortholog_one2one
CU914487.1,Crispld1,ortholog_one2many
BX908777.2,Gm54860,ortholog_one2many
GRIN2B,Grin2b,ortholog_one2many
gpr137ba,Gpr137b,ortholog_one2many
BX649502.1,Snora74a,ortholog_many2many
BX649502.1,Gm55013,ortholog_many2many
BX649502.1,Gm54507,ortholog_many2many
BX649502.1,Gm23946,ortholog_many2many
tdp2a,Tdp2,ortholog_one2many
DNAI3,Dnai3,ortholog_one2one
mir100-2,Mir99a,ortholog_one2many
dhx36,Dhx36,ortholog_one2one
zgc:152774,Morc4,ortholog_many2many
chn1,Chn1,ortholog_one2one
clcn4,Clcn4,ortholog_one2one
prickle2a,Prickle2,ortholog_one2many
CABZ01032476.1,Tut7,ortholog_one2one
CABZ01060936.1,Ttc16,ortholog_one2many
AL929469.1,Gm25133,ortholog_many2many
AL929469.1,Snora30,ortholog_many2many
AL929520.3,Cd4,ortholog_one2many
ccdc127a,Ccdc127,ortholog_one2many
depdc7a,Depdc7,ortholog_one2many
creb5a,Creb5,ortholog_one2many
CABZ01017717.1,Fchsd1,ortholog_one2many
FP074902.3,Snora3,ortholog_many2many
FP074902.3,Gm24698,ortholog_many2many
epb41l3b,Epb41l3,ortholog_one2many
gap43,Gap43,ortholog_one2one
KLHL28,Klhl28,ortholog_one2one
chsy3,Chsy3,ortholog_one2one
MIR96,Mir96,ortholog_one2one
nxnl2,Nxnl2,ortholog_one2one
ASS1,Ass1,ortholog_one2one
dre-mir-365-1,Mir365-1,ortholog_one2one
dre-mir-16a,Mir16-2,ortholog_one2one
tbc1d9,Tbc1d9b,ortholog_one2one
CABZ01071845.1,Gm22057,ortholog_one2one
tor4aa,Tor4a,ortholog_one2many
AL929029.13,Gm54860,ortholog_one2many
rn7sk,Gm55392,ortholog_one2many
rn7sk,Gm56077,ortholog_one2many
rn7sk,Gm55763,ortholog_one2many
rn7sk,Gm55975,ortholog_one2many
rn7sk,Gm56381,ortholog_one2many
rn7sk,Gm54835,ortholog_one2many
rn7sk,Gm54754,ortholog_one2many
rn7sk,Gm56244,ortholog_one2many
rn7sk,Gm55636,ortholog_one2many
rn7sk,Gm56378,ortholog_one2many
rn7sk,Gm55604,ortholog_one2many
CR352265.3,Tmprss7,ortholog_one2one
usp47,Usp47,ortholog_one2one
tbl3,Tbl3,ortholog_one2one
mitfb,Mitf,ortholog_one2many
CR925773.1,Casp12,ortholog_many2many
CR925773.1,Casp1,ortholog_many2many
trappc8,Trappc8,ortholog_one2one
dre-mir-216b,Mir216a,ortholog_one2many
rnf152,Rnf152,ortholog_one2one
rho,Rho,ortholog_one2many
FO704822.1,Slc25a45,ortholog_one2one
CU984600.1,Ptgfrn,ortholog_one2many
CABZ01118575.1,Sema6a,ortholog_one2many
kdm5a,Kdm5a,ortholog_one2one
TANC2,Tanc2,ortholog_one2many
adamts1,Adamts1,ortholog_one2one
BX322663.1,Snord7,ortholog_one2one
SCHIP1,Schip1,ortholog_one2many
HECW1,Hecw1,ortholog_one2many
BX890562.1,Gm23877,ortholog_one2many
BX890562.1,Gm22661,ortholog_one2many
BX890562.1,Snora68,ortholog_one2many
BX890562.1,Gm22331,ortholog_one2many
SNORD22,Gm25487,ortholog_one2many
SNORD22,Snord22,ortholog_one2many
cetn4,Cetn4,ortholog_one2one
DXO,Dxo,ortholog_one2one
FP236318.1,Gm25187,ortholog_many2many
FP236318.1,Gm25129,ortholog_many2many
foxj1a,Foxj1,ortholog_one2one
CR925757.2,Gm22807,ortholog_many2many
CR925757.2,Gm26075,ortholog_many2many
CR925757.2,Gm25379,ortholog_many2many
CR925757.2,Snora65,ortholog_many2many
CR925757.2,Gm24613,ortholog_many2many
CR925757.2,Gm26440,ortholog_many2many
MTFP1,Mtfp1,ortholog_one2one
dhx30,Dhx30,ortholog_one2one
UBLCP1,Ublcp1,ortholog_one2many
dre-mir-15a-2,Mir15a,ortholog_one2many
rnf213a,Rnf213,ortholog_one2many
dre-mir-34a,Mir34a,ortholog_one2one
dre-mir-17a-1,Mir17,ortholog_one2many
tmem68,Tmem68,ortholog_one2one
peli3,Peli3,ortholog_one2one
dre-mir-31,Mir31,ortholog_one2one
ube2t,Ube2t,ortholog_one2one
cfap410,Cfap410,ortholog_one2one
,Iapp,ortholog_one2one
sstr2b,Sstr2,ortholog_one2many
CU076099.1,Snord53,ortholog_many2many
CU076099.1,Snord92,ortholog_many2many
smim4,Uqcc5,ortholog_one2one
BX649433.1,Gm55259,ortholog_one2one
nrsn1,Nrsn1,ortholog_one2many
ndel1b,Ndel1,ortholog_one2many
kcna2a,Kcna2,ortholog_one2many
OSBPL8,Osbpl8,ortholog_one2one
USP53,Usp53,ortholog_one2many
CU234171.1,Nfasc,ortholog_one2many
CABZ01000633.3,Snord60,ortholog_one2many
BX571813.1,Gm54860,ortholog_one2many
CABZ01057057.1,Fam20a,ortholog_one2many
arrb1,Arrb1,ortholog_one2one
CR388002.1,Gm25416,ortholog_many2many
CR388002.1,Gm23025,ortholog_many2many
CR388002.1,Gm24887,ortholog_many2many
CR388002.1,Gm22663,ortholog_many2many
CR388002.1,Gm22019,ortholog_many2many
CR388002.1,Gm56024,ortholog_many2many
CR388002.1,Gm54684,ortholog_many2many
CR388002.1,Gm25364,ortholog_many2many
CR388002.1,Gm22336,ortholog_many2many
CABZ01059913.1,Art5,ortholog_many2many
CABZ01059913.1,Art1,ortholog_many2many
CABZ01059913.1,Art3,ortholog_many2many
CABZ01059913.1,Art4,ortholog_many2many
CABZ01059913.1,Art2b,ortholog_many2many
CABZ01059913.1,Art2a,ortholog_many2many
CU855821.1,Ffar3,ortholog_many2many
CU855821.1,Ffar2,ortholog_many2many
CLPB,Clpb,ortholog_one2one
fzd4,Fzd4,ortholog_one2one
fn3krp,Fn3k,ortholog_one2many
fn3krp,Fn3krp,ortholog_one2many
TCF24,Tcf24,ortholog_one2one
trim32,Trim32,ortholog_one2one
cript,Cript,ortholog_one2one
BX005442.2,Gimap5,ortholog_many2many
BX005442.2,Gimap3,ortholog_many2many
gpx4b,Gpx4,ortholog_one2one
setd5,Setd5,ortholog_one2one
shisa3,Shisa3,ortholog_one2one
CABZ01072312.1,B3gnt6,ortholog_many2many
polr3d,Polr3d,ortholog_one2one
SYNDIG1,Syndig1,ortholog_one2one
apobec2b,Apobec2,ortholog_one2many
npffr1,Npffr1,ortholog_one2one
SEMA4F,Sema4f,ortholog_one2one
LO018287.1,Gabra2,ortholog_one2many
CR388062.3,Snord35b,ortholog_many2many
CR388062.3,Snord35a,ortholog_many2many
prdm5,Prdm5,ortholog_one2one
CU856253.1,Gm25416,ortholog_many2many
CU856253.1,Gm23025,ortholog_many2many
CU856253.1,Gm24887,ortholog_many2many
CU856253.1,Gm22663,ortholog_many2many
CU856253.1,Gm22019,ortholog_many2many
CU856253.1,Gm56024,ortholog_many2many
CU856253.1,Gm54684,ortholog_many2many
CU856253.1,Gm25364,ortholog_many2many
CU856253.1,Gm22336,ortholog_many2many
ddah1,Ddah1,ortholog_one2one
spryd3,Spryd3,ortholog_one2one
dre-mir-146b,Mir146,ortholog_one2one
lrrc30a,Lrrc30,ortholog_one2one
c1qtnf7,C1qtnf7,ortholog_one2one
BOLA2,Bola2,ortholog_one2one
tecpr1a,Tecpr1,ortholog_one2many
CABZ01065131.1,Tut4,ortholog_one2many
LO018106.2,Dock2,ortholog_one2many
dre-mir-193b,Mir193b,ortholog_one2one
BX649608.2,Cldn1,ortholog_one2many
CORO7,Coro7,ortholog_one2many
gcn1,Gcn1,ortholog_one2one
ano1,Ano1,ortholog_one2many
si:dkey-61f9.1,Clec4n,ortholog_many2many
si:dkey-61f9.1,Clec4a1,ortholog_many2many
si:dkey-61f9.1,Fcer2a,ortholog_many2many
si:dkey-61f9.1,Clec4g,ortholog_many2many
si:dkey-61f9.1,Cd207,ortholog_many2many
si:dkey-61f9.1,Clec4b1,ortholog_many2many
si:dkey-61f9.1,Clec4a4,ortholog_many2many
si:dkey-61f9.1,Clec4b2,ortholog_many2many
si:dkey-61f9.1,Clec4a2,ortholog_many2many
si:dkey-61f9.1,Clec4a3,ortholog_many2many
si:dkey-61f9.1,Cd209a,ortholog_many2many
si:dkey-61f9.1,Cd209b,ortholog_many2many
si:dkey-61f9.1,Cd209e,ortholog_many2many
si:dkey-61f9.1,Cd209c,ortholog_many2many
si:dkey-61f9.1,Cd209d,ortholog_many2many
si:dkey-61f9.1,Clec4d,ortholog_many2many
CABZ01000635.1,Ifi44l,ortholog_many2many
CABZ01000635.1,Ifi44,ortholog_many2many
smarcal1,Smarcal1,ortholog_one2one
fank1,Fank1,ortholog_one2one
lrp5,Lrp5,ortholog_one2one
pde8a,Pde8a,ortholog_one2one
elmo3,Elmo3,ortholog_one2one
ube2ka,Ube2k,ortholog_one2many
CABZ01090041.1,Lipi,ortholog_many2many
CABZ01090041.1,Pnlip,ortholog_many2many
,C3ar1,ortholog_one2one
sppl3,Sppl3,ortholog_one2one
cdc42ep3,Cdc42ep3,ortholog_one2one
higd2a,Higd2a,ortholog_one2one
abcd2,Abcd2,ortholog_one2many
tmem17,Tmem17,ortholog_one2one
thrsp,Thrsp,ortholog_one2one
atp23,Atp23,ortholog_one2one
pi4k2b,Pi4k2b,ortholog_one2one
lnpep,Lnpep,ortholog_one2one
pax1a,Pax1,ortholog_one2many
gpr135,Gpr135,ortholog_one2one
ednrba,Ednrb,ortholog_one2many
sp5l,Klf17,ortholog_many2many
sp5l,Klf14,ortholog_many2many
sp5l,Zfp352,ortholog_many2many
cpox,Cpox,ortholog_one2one
FO904880.1,Cyp2j8,ortholog_many2many
FO904880.1,Cyp2j6,ortholog_many2many
FO904880.1,Cyp2j11,ortholog_many2many
FO904880.1,Cyp2j5,ortholog_many2many
FO904880.1,Cyp2j7,ortholog_many2many
FO904880.1,Cyp2j12,ortholog_many2many
ms4a17a.8,Ms4a2,ortholog_many2many
ms4a17a.8,Ms4a15,ortholog_many2many
ms4a17a.8,Ms4a7,ortholog_many2many
ms4a17a.8,Ms4a20,ortholog_many2many
ms4a17a.8,Ms4a14,ortholog_many2many
ms4a17a.8,Ms4a19,ortholog_many2many
ms4a17a.8,Ms4a18,ortholog_many2many
ms4a17a.8,Ms4a13,ortholog_many2many
ms4a17a.8,Ms4a6c,ortholog_many2many
ms4a17a.8,Ms4a6b,ortholog_many2many
ms4a17a.8,Ms4a6d,ortholog_many2many
ms4a17a.8,Ms4a1,ortholog_many2many
ms4a17a.8,Ms4a5,ortholog_many2many
ms4a17a.8,Ms4a10,ortholog_many2many
pwwp2b,Pwwp2b,ortholog_one2one
cabcoco1,Cabcoco1,ortholog_one2one
kdm2ba,Kdm2b,ortholog_one2many
si:dkey-43k4.5,Kcns1,ortholog_one2one
strn,Strn,ortholog_one2one
dctn1a,Dctn1,ortholog_one2many
gas2a,Gas2,ortholog_one2many
rasgrp3,Rasgrp3,ortholog_one2one
smyhc3,Myh6,ortholog_one2many
CR769778.1,Unc13c,ortholog_one2one
trim8a,Trim8,ortholog_one2many
SCARF2,Scarf2,ortholog_one2one
spina,Gm20747,ortholog_many2many
spina,Gm20914,ortholog_many2many
spina,Gm20830,ortholog_many2many
spina,Gm21454,ortholog_many2many
spina,Spin2f,ortholog_many2many
spina,Gm20812,ortholog_many2many
spina,Gm29049,ortholog_many2many
spina,Gm20773,ortholog_many2many
spina,Gm20873,ortholog_many2many
spina,Gm20918,ortholog_many2many
spina,Gm20737,ortholog_many2many
spina,Spin4,ortholog_many2many
spina,Gm20877,ortholog_many2many
spina,Gm20852,ortholog_many2many
spina,Spin2c,ortholog_many2many
spina,Gm20809,ortholog_many2many
spina,Gm21310,ortholog_many2many
spina,Gm21118,ortholog_many2many
spina,Gm5926,ortholog_many2many
spina,Gm21854,ortholog_many2many
spina,Gm21244,ortholog_many2many
spina,Gm20924,ortholog_many2many
spina,Gm20826,ortholog_many2many
spina,Ssty2,ortholog_many2many
spina,Gm20854,ortholog_many2many
spina,Gm20816,ortholog_many2many
spina,Gm21812,ortholog_many2many
spina,Gm20807,ortholog_many2many
spina,Gm20823,ortholog_many2many
spina,Gm20772,ortholog_many2many
spina,Spin2d,ortholog_many2many
spina,Gm20865,ortholog_many2many
spina,Gm21719,ortholog_many2many
spina,Gm21440,ortholog_many2many
spina,Gm21943,ortholog_many2many
spina,Gm20806,ortholog_many2many
spina,Spin2e,ortholog_many2many
spina,Gm20831,ortholog_many2many
spina,Gm21721,ortholog_many2many
spina,Gm28171,ortholog_many2many
spina,Gm20917,ortholog_many2many
spina,Gm20828,ortholog_many2many
spina,Gm21394,ortholog_many2many
spina,Gm21637,ortholog_many2many
spina,Gm21292,ortholog_many2many
spina,Gm20821,ortholog_many2many
spina,Gm20777,ortholog_many2many
spina,Gm20795,ortholog_many2many
spina,Gm20909,ortholog_many2many
spina,Gm29424,ortholog_many2many
spina,Spin1,ortholog_many2many
spina,Gm20834,ortholog_many2many
spina,Spin2g,ortholog_many2many
spina,Gm21425,ortholog_many2many
spina,Gm21874,ortholog_many2many
spina,Gm20825,ortholog_many2many
spina,Gm20815,ortholog_many2many
spina,Ssty1,ortholog_many2many
spina,Gm20738,ortholog_many2many
spina,Gm21778,ortholog_many2many
spina,Gm20822,ortholog_many2many
spina,Gm20867,ortholog_many2many
tbata,Tbata,ortholog_one2one
FO834799.1,Fanca,ortholog_one2many
tmem263,Tmem263,ortholog_one2many
pmchl,Pmch,ortholog_one2many
LO018309.1,Egfr,ortholog_one2many
ndufaf3,Ndufaf3,ortholog_one2one
mettl23,Mettl23,ortholog_one2many
rtn4rl1b,Rtn4rl1,ortholog_one2many
psma1,Psma1,ortholog_one2one
cidec,Cidec,ortholog_one2one
pcyox1,Pcyox1,ortholog_one2one
LEPROTL1,Leprotl1,ortholog_one2one
gnrhr1,Gnrhr,ortholog_one2many
cldn1,Cldn1,ortholog_one2many
NCAM2,Ncam2,ortholog_one2many
mmrn2b,Mmrn2,ortholog_one2many
BX323828.1,Snora74a,ortholog_many2many
BX323828.1,Gm55013,ortholog_many2many
BX323828.1,Gm54507,ortholog_many2many
BX323828.1,Gm23946,ortholog_many2many
fbln7,Fbln7,ortholog_one2one
zmp:0000001138,B2m,ortholog_one2one
lrtm1,Lrtm1,ortholog_one2one
arhgef12a,Arhgef12,ortholog_one2many
GJD2,Gjd2,ortholog_one2many
zbtb7c,Zbtb7c,ortholog_one2one
bace1,Bace1,ortholog_one2one
KCNK12,Kcnk12,ortholog_one2one
FO704622.1,Ifi44l,ortholog_many2many
FO704622.1,Ifi44,ortholog_many2many
FLNB,Flnb,ortholog_one2many
smyhc1,Myh6,ortholog_one2many
cita,Cit,ortholog_one2many
adprhl1,Adprhl1,ortholog_one2one
zgc:165508,Fam131a,ortholog_one2one
tgfb1a,Tgfb1,ortholog_one2many
CABZ01017718.5,Gm54860,ortholog_one2many
FP236318.3,Srpk2,ortholog_one2many
CR631122.1,Rd3,ortholog_one2many
ppp1r12c,Ppp1r12c,ortholog_one2one
csrp1b,Csrp1,ortholog_one2many
apoa1b,Apoa1,ortholog_one2many
CU639469.1,Tacc2,ortholog_one2one
tmbim1b,Tmbim1,ortholog_one2many
cmtm8b,Cmtm8,ortholog_one2many
FAT4,Fat4,ortholog_one2one
parp11,Parp11,ortholog_one2one
znhit6,Znhit6,ortholog_one2one
sh2d4a,Sh2d4a,ortholog_one2one
cyp24a1,Cyp24a1,ortholog_one2one
zp3e,Zp3,ortholog_one2many
mindy4b,Mindy4b-ps,ortholog_one2one
dre-mir-144,Mir144,ortholog_one2one
isg15,Isg15,ortholog_one2one
cebp1,Cebpe,ortholog_many2many
camk2d2,Camk2d,ortholog_one2one
dre-mir-125b-2,Mir125b-1,ortholog_one2many
myo9aa,Myo9a,ortholog_one2many
ca4a,Car4,ortholog_one2many
ankrd11,Ankrd11,ortholog_one2one
dnm2b,Dnm2,ortholog_one2many
cytip,Cytip,ortholog_one2one
efna5b,Efna5,ortholog_one2many
DOCK9,Dock9,ortholog_one2one
btbd17a,Btbd17,ortholog_one2many
arl1,Arl1,ortholog_one2one
med17,Med17,ortholog_one2one
adra2b,Adra2b,ortholog_one2one
pex11g,Pex11g,ortholog_one2one
fbxo42,Fbxo42,ortholog_one2one
kcng4b,Kcng4,ortholog_one2many
zdhhc11,Zdhhc11,ortholog_one2one
slc35e1,Slc35e1,ortholog_one2one
FO905040.1,Slc29a2,ortholog_one2many
fat3b,Fat3,ortholog_one2many
ppp2r2d,Ppp2r2d,ortholog_one2one
CR944667.2,Cd22,ortholog_one2many
grm5a,Grm5,ortholog_one2many
igfbp2a,Igfbp2,ortholog_one2many
rcbtb2,Rcbtb2,ortholog_one2one
slc6a3,Slc6a3,ortholog_one2one
fam171a2b,Fam171a2,ortholog_one2many
SORCS3,Sorcs3,ortholog_one2many
GRB14,Grb14,ortholog_one2one
sncgb,Sncg,ortholog_one2many
CRACR2A,Cracr2a,ortholog_one2many
tmcc1b,Tmcc1,ortholog_one2many
BX511028.2,Scfd2,ortholog_one2many
nab2,Nab2,ortholog_one2one
rnf34b,Rnf34,ortholog_one2many
zgc:194679,B3gnt6,ortholog_many2many
CU929346.1,Cdc42bpg,ortholog_one2one
sqlea,Sqle,ortholog_one2many
LIMD2,Limd2,ortholog_one2one
smchd1,Smchd1,ortholog_one2one
bmp1a,Bmp1,ortholog_one2many
atg16l2,Atg16l2,ortholog_one2one
slc44a4,Slc44a4,ortholog_one2one
rcl1,Rcl1,ortholog_one2one
hacd1,Hacd1,ortholog_one2one
lamtor1,Lamtor1,ortholog_one2one
ndst1b,Ndst1,ortholog_one2many
zgc:101664,Shld3,ortholog_one2one
gemin2,Gemin2,ortholog_one2one
tymp,Tymp,ortholog_one2one
CR855320.4,Snord60,ortholog_one2many
zmp:0000001082,Itgax,ortholog_one2one
cyp46a1.2,Cyp46a1,ortholog_one2many
kcnab2a,Kcnab2,ortholog_one2many
adam19a,Adam33,ortholog_one2many
adam19a,Adam19,ortholog_one2many
SPDEF,Spdef,ortholog_one2one
slc19a1,Slc19a1,ortholog_one2one
fen1,Fen1,ortholog_one2one
CABZ01039863.1,Cmas,ortholog_one2many
slc25a1b,Slc25a1,ortholog_one2many
rad23b,Rad23b,ortholog_one2one
UST,Ust,ortholog_one2many
rargb,Rarg,ortholog_one2many
mctp2b,Mctp2,ortholog_one2many
atp6v1b2,Atp6v1b2,ortholog_one2many
dkk3a,Dkk3,ortholog_one2many
BX000363.1,Trerf1,ortholog_one2one
crebbpb,Crebbp,ortholog_one2many
zgc:171687,Mfap4,ortholog_one2many
BX908804.1,Art5,ortholog_many2many
BX908804.1,Art1,ortholog_many2many
BX908804.1,Art3,ortholog_many2many
BX908804.1,Art4,ortholog_many2many
BX908804.1,Art2b,ortholog_many2many
BX908804.1,Art2a,ortholog_many2many
ap3d1,Ap3d1,ortholog_one2one
dre-mir-21-2,Mir21a,ortholog_one2many
CABZ01079427.1,Tmem38b,ortholog_one2one
reck,Reck,ortholog_one2one
nkx3-2,Nkx3-2,ortholog_one2one
CABZ01117348.1,Kif2a,ortholog_one2many
prpf39,Prpf39,ortholog_one2one
dnaaf3l,Dnaaf3,ortholog_one2many
dre-mir-194b,Mir194-2,ortholog_one2many
dre-mir-129-2,Mir129b,ortholog_one2many
INHBB,Inhbb,ortholog_one2many
CU929160.1,Ap3b1,ortholog_one2many
dnaaf3,Dnaaf3,ortholog_one2many
pigb,Pigb,ortholog_one2one
TCIM,Tcim,ortholog_one2many
ASTE1,Aste1,ortholog_one2one
dre-mir-29b-1,Mir29b-2,ortholog_one2one
YTHDC2,Ythdc2,ortholog_one2one
stk10,Stk10,ortholog_one2one
wdr45b,Wdr45b,ortholog_one2one
gpatch3,Gpatch3,ortholog_one2one
GADD45G,Gadd45g,ortholog_one2many
ctif,Ctif,ortholog_one2one
uqcr10,Uqcr10,ortholog_one2one
MFN1,Mfn1,ortholog_one2many
apol1,Apold1,ortholog_one2many
CABZ01068208.1,Gbp9,ortholog_many2many
CABZ01068208.1,Gbp4,ortholog_many2many
CABZ01068208.1,Gbp11,ortholog_many2many
CABZ01068208.1,Gbp10,ortholog_many2many
CABZ01068208.1,Gbp8,ortholog_many2many
CABZ01068208.1,Gbp6,ortholog_many2many
NHLRC3,Nhlrc3,ortholog_one2one
cep72,Cep72,ortholog_one2one
dlg4a,Dlg4,ortholog_one2many
lsm12b,Lsm12,ortholog_one2many
CU929391.3,Zfp637,ortholog_one2one
rgs3a,Rgs3,ortholog_one2many
morn3,Morn3,ortholog_one2one
grm4,Grm4,ortholog_one2one
AL954696.1,Nop9,ortholog_one2one
katnal1,Katnal1,ortholog_one2one
FO082779.1,Ccdc69,ortholog_one2one
NPAS3,Npas3,ortholog_one2one
CYTL1,Cytl1,ortholog_one2one
dgat1a,Dgat1,ortholog_one2many
elp4,Elp4,ortholog_one2one
crmp1,Crmp1,ortholog_one2one
rnpepl1,Rnpepl1,ortholog_one2one
ddx46,Ddx46,ortholog_one2one
CABZ01050944.1,Shisa8,ortholog_many2many
coq2,Coq2,ortholog_one2one
cnksr3,4933403O08Rik,ortholog_many2many
cutc,Cutc,ortholog_one2one
RAB7A,Rab7,ortholog_one2many
