Gene name,Tropical clawed frog gene name,Tropical clawed frog homology type
taok3b,taok3,ortholog_one2many
hlx1,hlx,ortholog_one2one
sav1,sav1,ortholog_one2one
cab39,cab39,ortholog_one2one
six6b,six6,ortholog_one2many
rab5b,rab5d,ortholog_one2one
clca5.1,clca1.3,ortholog_many2many
clca5.1,clca4.1,ortholog_many2many
clca5.1,clca3p,ortholog_many2many
clca5.1,clca2,ortholog_many2many
cfhl1,,ortholog_many2many
cfhl1,f13b,ortholog_many2many
cfhl1,svep1l,ortholog_many2many
cfhl1,cfh,ortholog_many2many
itpr3,itpr3,ortholog_one2many
six4b,six4,ortholog_many2many
si:ch211-214p16.3,plb1,ortholog_one2one
sez6a,sez6,ortholog_one2many
limch1a,limch1,ortholog_one2many
commd6,commd6,ortholog_one2one
sdhaf3,sdhaf3,ortholog_one2one
galt,galt,ortholog_one2one
si:dkey-95h12.2,lgals1.4,ortholog_many2many
si:dkey-95h12.2,lgals1.2,ortholog_many2many
si:dkey-95h12.2,lgals1.1,ortholog_many2many
rcn2,rcn2,ortholog_one2one
naprt,naprt,ortholog_one2one
sparta,spart,ortholog_one2many
si:ch211-264e16.2,,ortholog_one2many
zgc:162592,cbwd1.1,ortholog_one2one
cmtm4,cmtm4,ortholog_one2one
irs1,irs1,ortholog_one2one
cdc42se1,cdc42se1,ortholog_one2one
si:rp71-45g20.11,rbbp6,ortholog_one2many
dgat2,dgat2,ortholog_one2one
phf12a,phf12,ortholog_one2one
serpinf2b,SERPINF2,ortholog_one2many
nyap2a,nyap2,ortholog_one2many
cdk5rap1,cdk5rap1,ortholog_one2one
hcn1,hcn1,ortholog_one2one
aldh1a2,aldh1a2,ortholog_one2one
uba2,uba2,ortholog_one2one
gdap2,gdap2,ortholog_one2one
inhbb,inhbb,ortholog_one2many
dync1li2,dync1li2,ortholog_one2one
pacrg,pacrg,ortholog_one2one
spopla,spopl,ortholog_one2many
lypla2,lypla2,ortholog_one2one
atxn2,atxn2,ortholog_one2one
camk1a,camk1,ortholog_one2many
whrna,whrn,ortholog_one2many
rufy2,rufy2,ortholog_one2one
coro6,coro6,ortholog_one2many
coro6,,ortholog_one2many
arhgap39,arhgap39,ortholog_one2one
shdb,shd,ortholog_one2many
PRRG3,prrg3,ortholog_one2one
stat2,stat2,ortholog_one2one
lrrcc1,lrrcc1,ortholog_one2one
cyb5b,cyb5b,ortholog_one2one
ucn3l,ucn3,ortholog_one2one
si:ch211-22d5.2,nim1k,ortholog_many2many
si:ch211-266g18.10,,ortholog_one2many
slc35f3b,slc35f3,ortholog_one2many
tnfsf10,tnfsf10,ortholog_one2one
taok1b,taok1,ortholog_one2many
atg4c,atg4c,ortholog_one2one
klhl32,klhl32,ortholog_one2one
lrfn5a,lrfn5,ortholog_one2one
si:ch211-232b12.5,zhx3,ortholog_one2many
pcdh9,pcdh9,ortholog_one2many
rab27b,rab27b,ortholog_one2one
e2f5,e2f5,ortholog_one2one
tmem106bb,tmem106b,ortholog_one2one
tsta3,gfus,ortholog_one2many
dipk1c,dipk1c,ortholog_one2one
orc5,orc5,ortholog_one2one
cmtm6,cmtm6,ortholog_one2one
dzank1,dzank1,ortholog_one2one
mri1,mri1,ortholog_one2one
sh3gl1a,sh3gl1,ortholog_one2many
iqub,iqub,ortholog_one2one
mtg1,mtg1,ortholog_one2one
parapinopsinb,,ortholog_one2many
gpr37l1b,gpr37l1,ortholog_one2many
hsd17b1,hsd17b1,ortholog_one2one
ankha,ankh,ortholog_one2many
BCR,casp2,ortholog_one2many
cpne4a,cpne4,ortholog_one2many
b4galt6,b4galt5,ortholog_one2one
znf1140,,ortholog_many2many
usp22,usp22,ortholog_one2one
mettl26,mettl26,ortholog_one2one
trip12,trip12,ortholog_one2many
trip12,,ortholog_one2many
ackr4a,ackr4,ortholog_one2many
gpx3,gpx3,ortholog_one2one
map6a,map6,ortholog_one2many
pax2a,pax2,ortholog_one2many
emilin3a,emilin3,ortholog_one2many
lpar5b,LPAR5,ortholog_one2many
slc22a7a,,ortholog_one2one
GFUS,gfus,ortholog_one2many
mogat2,mogat2.2,ortholog_one2one
chia.6,chit1,ortholog_one2many
mpv17,mpv17,ortholog_one2one
myb,myb,ortholog_one2one
abca12,abca12,ortholog_one2many
abca12,,ortholog_one2many
tectb,umodl1,ortholog_one2many
tectb,tectb,ortholog_one2many
slc7a14a,slc7a14,ortholog_one2one
lsm14aa,lsm14a,ortholog_one2many
elp6,elp6,ortholog_one2one
antxr1b,antxr1,ortholog_one2many
prr5a,prr5,ortholog_one2many
gpr55a,,ortholog_one2one
sulf1,sulf1,ortholog_one2one
papolg,papolg,ortholog_one2one
erlec1,erlec1,ortholog_one2one
gabpb2b,gabpb2,ortholog_one2one
frg1,frg1,ortholog_one2one
tox,tox,ortholog_one2one
zgc:163143,thap2,ortholog_many2many
zgc:163143,ARL14EPL,ortholog_many2many
nsfb,nsf,ortholog_one2many
mfge8a,mfge8,ortholog_one2many
ppm1ab,ppm1a,ortholog_one2many
adap2,adap2,ortholog_one2many
pycr3,pycr3,ortholog_one2one
srp9,srp9,ortholog_one2one
entpd4,entpd4,ortholog_one2one
ldlrad4a,ldlrad4,ortholog_one2many
unga,ung,ortholog_one2many
coasy,coasy,ortholog_one2one
tspy,tspyl2,ortholog_many2many
tac1,tac1,ortholog_one2one
apof,,ortholog_one2one
flvcr2a,flvcr2,ortholog_one2many
ripply1,ripply2.2,ortholog_one2many
ripply1,ripply2.1,ortholog_one2many
slc9a3.2,slc9a3,ortholog_one2many
atp6v1c1a,atp6v1c1,ortholog_one2many
abhd3,abhd3,ortholog_one2one
wdr81,wdr81,ortholog_one2one
th,th,ortholog_one2one
myo1f,myo1f,ortholog_one2one
eef1db,eef1d,ortholog_many2many
eef1db,,ortholog_many2many
dnaja2b,dnaja2,ortholog_one2many
MYO7B,MYO7B,ortholog_one2many
wnt2,wnt2,ortholog_one2one
si:ch211-26b3.4,,ortholog_one2one
npffr2b,npffr2,ortholog_one2many
aga,aga,ortholog_one2one
tmem147,tmem147,ortholog_one2one
gucy1a1,gucy1a1,ortholog_one2one
socs6b,socs6,ortholog_one2many
ophn1,ophn1,ortholog_one2one
wdr91,wdr91,ortholog_one2one
ccdc175,,ortholog_one2one
ppcdc,ppcdc,ortholog_one2one
spryd7a,spryd7,ortholog_one2many
pou6f1,pou6f1,ortholog_one2one
neil3,neil3,ortholog_one2one
AK6,ak6,ortholog_one2one
tollip,tollip,ortholog_one2one
huwe1,huwe1,ortholog_one2one
zgc:110329,,ortholog_one2one
mms22l,mms22l,ortholog_one2one
letm1,letm1,ortholog_one2one
sycn.1,sycn,ortholog_many2many
sycn.1,SYCN,ortholog_many2many
si:ch211-264e16.1,,ortholog_one2many
kdm7ab,kdm7a,ortholog_one2many
abhd2b,abhd2,ortholog_one2many
pfn2l,pfn2,ortholog_one2many
rhbdd1,rhbdd1,ortholog_one2one
ctsk,XB986811 [provisional:ctsk],ortholog_one2one
mep1b,mep1b,ortholog_one2many
cip2a,cip2a,ortholog_one2one
sycn.2,sycn,ortholog_many2many
sycn.2,SYCN,ortholog_many2many
cuzd1.1,,ortholog_many2many
samd10a,SAMD10,ortholog_one2many
gng8,dact3,ortholog_one2one
rasgrf2b,rasgrf2,ortholog_one2many
prlhr2a,XB982628 [provisional:prlhr],ortholog_one2many
tbx2a,tbx2,ortholog_one2many
ptprn2,ptprn2,ortholog_one2one
ubxn7,ubxn7,ortholog_one2one
xpa,ndufb10,ortholog_one2one
arhgap19,arhgap19,ortholog_one2one
marveld2b,marveld2,ortholog_one2many
cldn2,cldn2,ortholog_one2one
cpsf3,cpsf3,ortholog_one2one
frs2b,,ortholog_many2many
frs2b,frs2,ortholog_many2many
sap30bp,sap30bp,ortholog_one2one
trim44,trim44,ortholog_one2one
adnp2b,adnp2,ortholog_one2many
bcl11ba,bcl11b,ortholog_one2one
slc4a1a,slc4a1,ortholog_one2many
arcn1b,arcn1,ortholog_one2many
pip4p2,c8orf88,ortholog_one2one
pias1a,pias1,ortholog_one2many
ehbp1l1a,ehbp1l1,ortholog_one2one
mknk2a,mknk2,ortholog_one2many
si:dkey-226m8.10,smarca2,ortholog_one2one
ugt8,ugt8,ortholog_one2one
chrna9,chrna9,ortholog_one2many
mipa,mip,ortholog_one2many
dmap1,dmap1,ortholog_one2one
stap2a,stap2,ortholog_one2many
col27a1b,col27a1,ortholog_one2one
ngef,ngef,ortholog_one2one
cldn11a,cldn11,ortholog_one2many
cbln2a,cbln2,ortholog_one2many
msl2b,msl2,ortholog_one2many
nkiras1,nkiras1,ortholog_one2one
rad52,rad52,ortholog_one2one
fam83d,fam83d,ortholog_one2one
pde3b,pde3b,ortholog_one2one
copg2,copg2,ortholog_one2one
snx15,snx15,ortholog_one2one
si:dkey-23f9.4,hyls1,ortholog_one2one
si:dkey-235d18.5,adgre2,ortholog_one2one
FRMD7,helz,ortholog_one2many
gpm6bb,gpm6b,ortholog_one2many
mfge8b,mfge8,ortholog_one2many
sfrp5,sfrp5,ortholog_one2one
bcl3,bcl3,ortholog_one2one
sox9a,sox9,ortholog_one2many
nin,nin,ortholog_one2one
uts1,UCN,ortholog_one2one
chtf18,chtf18,ortholog_one2one
mttp,mttp.1,ortholog_one2one
fryl,fryl,ortholog_one2one
ces2b,ces5a,ortholog_one2many
si:dkey-57a22.11,,ortholog_one2one
cspg5b,cspg5,ortholog_one2many
eml1,eml2,ortholog_one2one
bap1,bap1,ortholog_one2one
lipea,lipe,ortholog_one2many
wnk1a,wnk1,ortholog_one2many
mrpl4,mrpl4,ortholog_one2one
trpm1a,trpm1,ortholog_one2many
cpt1aa,CPT1A,ortholog_one2many
pex26,pex26,ortholog_one2one
ubr4,ubr4,ortholog_one2one
dctn4,dctn4,ortholog_one2one
tspan2a,,ortholog_many2many
tspan2a,tspan2,ortholog_many2many
eci2,eci2,ortholog_one2one
kcnma1a,kcnma1,ortholog_one2many
mboat2a,mboat2,ortholog_one2many
samd11,samd11,ortholog_one2one
si:dkey-6n6.1,ecm2.2,ortholog_one2many
myo5aa,myo5a,ortholog_one2one
si:dkey-191g9.5,,ortholog_one2one
trim54,TRIM54,ortholog_one2one
golga7bb,golga7b,ortholog_one2many
plppr5a,plppr5,ortholog_one2many
cacnb1,cacnb1,ortholog_one2one
KCNB2,kcnb2,ortholog_one2one
gcfc2,gcfc2,ortholog_one2one
adnpa,adnp,ortholog_one2many
tubb6,tubb6,ortholog_one2one
cfhl2,,ortholog_many2many
cfhl2,f13b,ortholog_many2many
cfhl2,svep1l,ortholog_many2many
cfhl2,cfh,ortholog_many2many
sigmar1,sigmar1,ortholog_one2one
spast,spast,ortholog_one2one
trmt61b,trmt61b,ortholog_one2one
fam210aa,fam210a,ortholog_one2many
adgra2,adgra2,ortholog_one2one
mpp2b,mpp2,ortholog_one2many
tmem45b,tmem45b,ortholog_one2one
slc5a6a,slc5a6,ortholog_one2many
hs3st4,,ortholog_one2one
si:dkeyp-97e7.9,deptorl,ortholog_one2one
cidea,cidea,ortholog_one2one
jkamp,jkamp,ortholog_one2one
nfrkb,nfrkb,ortholog_one2one
hs3st2,hs3st2,ortholog_one2one
spdya,spdya,ortholog_one2one
thraa,thra,ortholog_one2many
cryaba,cryab,ortholog_one2many
wbp1lb,wbp1l,ortholog_one2many
dnah2,dnah2,ortholog_one2one
tpk2,,ortholog_one2one
pkp4,pkp4,ortholog_one2one
cnga1b,cnga1,ortholog_one2many
ubtd1a,ubtd1,ortholog_one2many
neto1,neto1,ortholog_one2many
tex10,tex10,ortholog_one2one
nsun4,nsun4,ortholog_one2one
zdhhc16a,zdhhc16,ortholog_one2many
dcun1d5,dcun1d5,ortholog_one2one
slc15a2,slc15a2,ortholog_one2one
wdr3,wdr3,ortholog_one2one
dazap2,dazap2,ortholog_one2one
rusc1,,ortholog_one2many
pdpk1a,pdpk1,ortholog_one2many
agpat3,agpat3,ortholog_one2one
gpam,gpam,ortholog_one2one
pik3c2a,pik3c2a,ortholog_one2one
sebox,,ortholog_one2many
sebox,sia1,ortholog_one2many
sebox,sia2,ortholog_one2many
sebox,sia3,ortholog_one2many
papss2a,papss2,ortholog_one2many
tspan15,tspan15,ortholog_one2one
ruvbl2,ruvbl2,ortholog_one2one
si:ch211-281l24.3,,ortholog_many2many
si:ch211-281l24.3,XB22169600 [provisional],ortholog_many2many
si:dkey-266m15.6,kcp,ortholog_one2one
phox2bb,phox2b,ortholog_one2one
slc13a1,slc13a1,ortholog_one2many
slc13a1,slc13a4l,ortholog_one2many
slc49a4,slc49a4,ortholog_one2one
alpl,alpl,ortholog_one2one
ARHGAP22,arhgap22,ortholog_one2many
rhot1a,rhot1,ortholog_one2many
adora2aa,adora2a,ortholog_one2one
cyp7a1,cyp7a1,ortholog_one2one
hnrnph1,hnrnph1,ortholog_one2many
hspbap1,hspbap1,ortholog_one2one
rab39bb,rab39b,ortholog_one2many
specc1la,specc1l,ortholog_one2many
lrrc18b,lrrc18,ortholog_one2many
zgc:172122,nectin2,ortholog_many2many
tacr1a,tacr1,ortholog_one2many
fdft1,fdft1,ortholog_one2one
arhgap44,arhgap44,ortholog_one2many
plppr4a,plppr4,ortholog_one2one
si:ch211-219a15.4,,ortholog_one2many
ngfb,ngf,ortholog_one2many
veph1,veph1,ortholog_one2one
man1b1a,man1b1,ortholog_one2many
gas2l1,GAS2L1,ortholog_one2one
ctsbb,,ortholog_many2many
hnmt,hnmt,ortholog_one2one
ece1,ece1,ortholog_one2one
uckl1a,UCKL1,ortholog_one2many
ptx3a,ptx3,ortholog_one2many
klf8,klf8,ortholog_one2one
ZNF335,znf335,ortholog_one2one
necab1,necab1,ortholog_one2one
hnf1ba,hnf1b,ortholog_one2many
oclnb,ocln,ortholog_many2many
oclnb,,ortholog_many2many
pamr1,pamr1,ortholog_one2many
hapln3,hapln3,ortholog_one2one
dhx38,dhx38,ortholog_one2one
gucy1b1,gucy1b1,ortholog_one2one
pou3f2b,pou3f2,ortholog_one2one
dixdc1a,dixdc1,ortholog_one2many
sp5a,sp5,ortholog_one2one
serpinc1,serpinc1,ortholog_one2one
il21r.1,,ortholog_one2many
znf281b,znf281,ortholog_one2many
kcnip2,kcnip2,ortholog_one2many
dnajc5ga,dnajc5g,ortholog_one2one
g6pcb,g6pc1.1,ortholog_many2many
g6pcb,g6pc1.2,ortholog_many2many
g6pcb,g6pc1.3,ortholog_many2many
tm9sf2,tm9sf2,ortholog_one2one
suclg1,suclg1,ortholog_one2one
chchd1,chchd1,ortholog_one2one
adgrd2,adgrd2,ortholog_one2one
ankrd40,ankrd40,ortholog_one2one
glra2,glra2,ortholog_one2one
gata4,gata4,ortholog_one2one
si:dkey-56f14.7,elmo1,ortholog_one2many
nfasca,nfasc,ortholog_one2many
irgq1,,ortholog_one2many
hmcn2,hmcn2,ortholog_one2one
crtac1b,crtac1,ortholog_one2many
znf1098,,ortholog_many2many
th2,th2,ortholog_one2one
fkbpl,FKBPL,ortholog_many2many
snapc2,snapc2,ortholog_one2one
lrrc4.1,LRRC4,ortholog_one2many
stat6,stat6,ortholog_one2one
pdk3b,pdk3,ortholog_one2many
slc47a3,,ortholog_one2many
wasf1,wasf1,ortholog_one2one
rtn4a,rtn4,ortholog_one2one
nanos3,NANOS3,ortholog_one2one
rpl7l1,rpl7l1,ortholog_one2one
atpsckmt,atpsckmt,ortholog_one2one
snd1,snd1,ortholog_one2one
fgf6b,fgf6,ortholog_one2many
tfa,srprb,ortholog_one2many
tfa,tf,ortholog_one2many
gpr143,gpr143,ortholog_one2one
palmda,palmd,ortholog_one2many
csnk1g2a,csnk1g2,ortholog_one2many
si:dkeyp-26a9.2,,ortholog_one2one
fbxl4,fbxl4,ortholog_one2one
zgc:114181,darmin,ortholog_one2one
aoc2,aoc2,ortholog_one2one
cnpy3,cnpy3,ortholog_one2one
efhd1,efhd1,ortholog_one2one
slc47a4,slc47a2,ortholog_many2many
slc47a4,,ortholog_many2many
slc47a4,slc47a1,ortholog_many2many
pcyt1bb,pcyt1b,ortholog_one2many
rnmt,rnmt,ortholog_one2one
fam184b,FAM184B,ortholog_one2one
ube2ia,ube2i,ortholog_one2one
slc1a2b,slc1a2,ortholog_one2many
klf5l,znf534,ortholog_one2one
trpc5a,trpc5,ortholog_one2many
nat16,nat16,ortholog_one2many
skor1a,skor1,ortholog_one2many
kcnj13,kcnj13,ortholog_one2one
rpl15,rpl15,ortholog_one2one
zgc:158291,pou4f4,ortholog_one2one
dlg3,dlg3,ortholog_one2one
alg5,alg5,ortholog_one2one
ppp4r1l,wdr5,ortholog_one2many
znf1048,,ortholog_many2many
tbl1x,tbl1x,ortholog_one2one
exosc9,exosc9,ortholog_one2one
gal3st2,,ortholog_one2many
gal3st2,gal3st2,ortholog_one2many
myo3b,myo3b,ortholog_one2one
dachb,dach2,ortholog_one2many
sst1.2,sst.1,ortholog_one2many
minpp1a,minpp1,ortholog_one2many
cdc40,cdc40,ortholog_one2one
tsc1a,tsc1,ortholog_one2many
zfp36l2,zfp36l2,ortholog_one2one
pitpnm3,pitpnm3,ortholog_one2one
dnah9l,,ortholog_one2one
rfxap,rfxap,ortholog_one2one
rab22a,rab22a,ortholog_one2one
smc3,smc3,ortholog_one2one
si:dkeyp-19e1.3,usp6nl2,ortholog_one2many
casp6b.1,casp6,ortholog_one2many
agpat4,agpat4,ortholog_one2one
ctss2.1,ctss,ortholog_many2many
ctss2.1,,ortholog_many2many
mettl24,mettl24,ortholog_one2one
katnal2,katnal2,ortholog_one2one
fat1a,fat1,ortholog_one2many
nfkb1,nfkb1,ortholog_one2one
fam110b,fam110b,ortholog_one2one
pdlim2,pdlim2,ortholog_one2one
spaca9,spaca9,ortholog_one2one
vav2,vav2,ortholog_one2one
med7,med7,ortholog_one2one
krcp,XB5901661 [provisional:rabepk],ortholog_one2one
trpa1b,trpa1,ortholog_one2many
ak8,ak8,ortholog_one2one
ro60,ro60,ortholog_one2one
lonrf1,,ortholog_one2one
os9,os9,ortholog_one2one
itk,itk,ortholog_one2one
lamp1b,ppara,ortholog_one2many
ncoa1,ncoa1,ortholog_one2one
baiap3,baiap3,ortholog_one2one
spock3,spock3,ortholog_one2one
copb1,copb1,ortholog_one2one
TENM3,tenm3,ortholog_one2one
si:dkey-30f3.2,,ortholog_many2many
bzw1a,bzw1,ortholog_one2many
nkd1,nkd1,ortholog_one2one
rtn1b,rtn1,ortholog_one2one
rad54l2,rad54l2,ortholog_one2one
sst1.1,sst.1,ortholog_one2many
ebf2,ebf2,ortholog_one2one
nsfa,nsf,ortholog_one2many
wfikkn2a,wfikkn1,ortholog_one2many
enoph1,enoph1,ortholog_one2one
apobb.2,,ortholog_many2many
grin3ba,grin3b,ortholog_one2many
ythdf1,ythdf1,ortholog_one2one
pof1b,pof1b,ortholog_one2one
si:ch211-196i2.1,col16a1,ortholog_one2one
ube2d2l,ube2d3,ortholog_one2many
prkaa1,prkaa1,ortholog_one2one
cyb561d2,XB5922676 [provisional:cav3],ortholog_one2one
,nkain4,ortholog_one2many
acanb,,ortholog_many2many
acanb,kpna7,ortholog_many2many
mier2,mier2,ortholog_one2one
gata1a,gata1,ortholog_many2many
METTL18,mettl18,ortholog_one2one
dpy30,dpy30,ortholog_one2one
tpst1,tpst1,ortholog_one2one
SGMS1,sgms1,ortholog_one2one
pgam1a,pgam1,ortholog_one2many
plekha1a,plekha1,ortholog_one2many
faxcb,faxc,ortholog_one2many
dynll2a,vti1b,ortholog_one2many
cds2,cds2,ortholog_one2one
pih1d2,pih1d2,ortholog_one2one
st14b,,ortholog_many2many
st14b,tmprss11f,ortholog_many2many
cftr,cftr,ortholog_one2one
cadps2,cadps2,ortholog_one2one
cndp2,cndp2,ortholog_one2one
ppm1db,ppm1d,ortholog_one2many
selenow2b,mien1,ortholog_one2many
zmiz1b,zmiz1,ortholog_one2many
cd44b,cd44,ortholog_one2many
masp1,masp1,ortholog_one2one
tdp2b,tdp2,ortholog_one2many
armc1l,,ortholog_one2one
hibch,inpp1,ortholog_one2one
srsf1a,srsf1,ortholog_one2many
gmnn,gmnn,ortholog_one2one
tob1a,tob1,ortholog_one2many
mtfr2,mtfr2,ortholog_one2one
zar1,zar1,ortholog_one2one
cacna1sb,cacna1s,ortholog_one2many
dbh,dbh,ortholog_one2one
tomm40l,tomm40,ortholog_one2many
si:dkey-243i1.1,slc13a5,ortholog_one2one
si:dkey-276j7.1,c7orf57,ortholog_one2one
setdb1b,setdb1,ortholog_one2many
si:dkey-13a21.4,mgc75872,ortholog_one2one
pofut2,pofut2,ortholog_one2one
casp6a,casp6,ortholog_one2many
igf2a,igf3,ortholog_one2many
hhat,hhat,ortholog_one2one
crebbpa,crebbp,ortholog_one2many
def6a,def6,ortholog_one2many
bcl11aa,bcl11a,ortholog_one2one
acot13,acot13,ortholog_one2one
C3H17orf75,c17orf75,ortholog_one2one
tmem64,tmem64,ortholog_one2one
suv39h1b,,ortholog_one2many
grtp1b,grtp1,ortholog_one2many
ccdc82,ccdc82,ortholog_one2one
C19H6orf62,c6orf62,ortholog_one2one
tut1,tut1,ortholog_one2one
sardh,sardh,ortholog_one2one
acss1,acss1,ortholog_one2one
gper1,gper1,ortholog_one2one
si:dkey-85k15.11,,ortholog_many2many
si:dkey-85k15.11,smc1b,ortholog_many2many
stau1,stau1,ortholog_one2one
si:ch211-203b8.6,,ortholog_one2one
ctso,ctso,ortholog_one2one
h3f3b.1,,ortholog_one2one
hdac1,hdac1,ortholog_one2one
ncaph,ncaph,ortholog_one2one
tdo2a,tdo2,ortholog_one2many
loxl4,loxl4,ortholog_one2many
pomp,pomp,ortholog_one2one
nr5a1a,nr5a1,ortholog_one2many
unkl,unkl,ortholog_one2one
uevld,uevld,ortholog_one2one
frrs1a,frrs1,ortholog_one2many
lyrm5a,etfrf1,ortholog_one2one
slc10a4,slc10a4,ortholog_one2one
asap2a,asap2,ortholog_one2one
plpp2b,plpp2,ortholog_one2many
ppip5k1b,ppip5k1,ortholog_one2many
apcdd1l,apcdd1l,ortholog_one2one
slc5a8,slc5a8.1,ortholog_one2one
vapb,vapb,ortholog_one2one
pak6b,pak6,ortholog_one2many
gtf2a2,gtf2a2,ortholog_one2one
pdcd2l,pdcd2l,ortholog_one2one
tmprss5,,ortholog_one2one
gtf2h2,gtf2h2,ortholog_one2one
ptrhd1,ptrhd1,ortholog_one2one
ewsr1b,ewsr1,ortholog_one2many
banp,znf516,ortholog_one2one
nat16l,nat16,ortholog_one2many
med14,med14,ortholog_one2one
fgf23,fgf23.2,ortholog_one2many
fgf23,fgf23.1,ortholog_one2many
calub,calu,ortholog_one2many
slain2,slain2,ortholog_one2one
igfals,igfals,ortholog_one2one
tas2r200.1,t2r50,ortholog_many2many
tas2r200.1,t2r4,ortholog_many2many
tas2r200.1,t2r6,ortholog_many2many
tas2r200.1,,ortholog_many2many
tas2r200.1,t2r2,ortholog_many2many
tas2r200.1,tas2r39,ortholog_many2many
tas2r200.1,t2r13,ortholog_many2many
tas2r200.1,t2r49,ortholog_many2many
tas2r200.1,t2r26,ortholog_many2many
tas2r200.1,t2r32,ortholog_many2many
tas2r200.1,t2r24,ortholog_many2many
tas2r200.1,t2r9,ortholog_many2many
tas2r200.1,t2r36,ortholog_many2many
tas2r200.1,t2r22,ortholog_many2many
tas2r200.1,t2r41,ortholog_many2many
tas2r200.1,t2r37,ortholog_many2many
tas2r200.1,t2r34,ortholog_many2many
tas2r200.1,t2r45,ortholog_many2many
tas2r200.1,t2r29,ortholog_many2many
tas2r200.1,t2r25,ortholog_many2many
tas2r200.1,tas2r7,ortholog_many2many
tas2r200.1,t2r52,ortholog_many2many
tas2r200.1,t2r42,ortholog_many2many
tas2r200.1,t2r10,ortholog_many2many
tas2r200.1,t2r35,ortholog_many2many
tas2r200.1,t2r5,ortholog_many2many
tas2r200.1,tas2r4,ortholog_many2many
tas2r200.1,t2r20,ortholog_many2many
tas2r200.1,t2r19,ortholog_many2many
tas2r200.1,t2r3,ortholog_many2many
tas2r200.1,t2r38,ortholog_many2many
tas2r200.1,t2r48,ortholog_many2many
tas2r200.1,t2r17,ortholog_many2many
tas2r200.1,t2r53,ortholog_many2many
tas2r200.1,t2r14,ortholog_many2many
tas2r200.1,t2r8,ortholog_many2many
tas2r200.1,t2r21,ortholog_many2many
tas2r200.1,t2r43,ortholog_many2many
tas2r200.1,t2r30,ortholog_many2many
b4galnt1b,b4galnt1,ortholog_one2many
as3mt,as3mt.2,ortholog_one2one
tas2r200.2,t2r50,ortholog_many2many
tas2r200.2,t2r4,ortholog_many2many
tas2r200.2,t2r6,ortholog_many2many
tas2r200.2,,ortholog_many2many
tas2r200.2,t2r2,ortholog_many2many
tas2r200.2,tas2r39,ortholog_many2many
tas2r200.2,t2r13,ortholog_many2many
tas2r200.2,t2r49,ortholog_many2many
tas2r200.2,t2r26,ortholog_many2many
tas2r200.2,t2r32,ortholog_many2many
tas2r200.2,t2r24,ortholog_many2many
tas2r200.2,t2r9,ortholog_many2many
tas2r200.2,t2r36,ortholog_many2many
tas2r200.2,t2r22,ortholog_many2many
tas2r200.2,t2r41,ortholog_many2many
tas2r200.2,t2r37,ortholog_many2many
tas2r200.2,t2r34,ortholog_many2many
tas2r200.2,t2r45,ortholog_many2many
tas2r200.2,t2r29,ortholog_many2many
tas2r200.2,t2r25,ortholog_many2many
tas2r200.2,tas2r7,ortholog_many2many
tas2r200.2,t2r52,ortholog_many2many
tas2r200.2,t2r42,ortholog_many2many
tas2r200.2,t2r10,ortholog_many2many
tas2r200.2,t2r35,ortholog_many2many
tas2r200.2,t2r5,ortholog_many2many
tas2r200.2,tas2r4,ortholog_many2many
tas2r200.2,t2r20,ortholog_many2many
tas2r200.2,t2r19,ortholog_many2many
tas2r200.2,t2r3,ortholog_many2many
tas2r200.2,t2r38,ortholog_many2many
tas2r200.2,t2r48,ortholog_many2many
tas2r200.2,t2r17,ortholog_many2many
tas2r200.2,t2r53,ortholog_many2many
tas2r200.2,t2r14,ortholog_many2many
tas2r200.2,t2r8,ortholog_many2many
tas2r200.2,t2r21,ortholog_many2many
tas2r200.2,t2r43,ortholog_many2many
tas2r200.2,t2r30,ortholog_many2many
slc25a27,slc25a27,ortholog_one2one
si:ch211-288d18.1,usp6nl2,ortholog_one2many
wdr5,wdr5,ortholog_one2one
wwp2,wwp2,ortholog_one2one
gucd1,gucd1,ortholog_one2one
slc25a29,slc25a29,ortholog_one2many
si:dkey-57a22.14,,ortholog_many2many
si:dkey-57a22.14,cryga.5,ortholog_many2many
si:dkey-57a22.14,cryga.6,ortholog_many2many
cad,cad,ortholog_one2one
si:ch211-156b7.4,,ortholog_one2one
armh3,armh3,ortholog_one2one
nr1d2b,nr1d2,ortholog_one2many
p2rx7,,ortholog_one2many
p2rx7,p2rx7,ortholog_one2many
slc25a47a,slc25a47,ortholog_one2many
mmp19,mmp19,ortholog_one2one
cpxm1b,cpxm1,ortholog_one2many
rras2,rras2,ortholog_one2one
cacna1bb,CACNA1B,ortholog_one2many
dlst,dlst,ortholog_one2one
mfsd12a,XB5954422 [provisional],ortholog_one2one
casp6b.2,casp6,ortholog_one2many
xkr5b,xkr5,ortholog_one2many
upb1,upb1,ortholog_one2one
rps15a,rps15a,ortholog_one2one
slc18a2,SLC18A2,ortholog_one2one
nrbp2a,puf60,ortholog_one2many
p2rx4b,p2rx4,ortholog_one2many
yipf6,yipf6,ortholog_one2one
ebp,,ortholog_one2one
rad51ap1,rad51ap1,ortholog_one2one
wdr43,wdr43,ortholog_one2one
syt4,slc52a1,ortholog_one2one
cfhl3,,ortholog_many2many
cfhl3,f13b,ortholog_many2many
cfhl3,svep1l,ortholog_many2many
cfhl3,cfh,ortholog_many2many
muc5f,,ortholog_one2one
dnai1.1,dnai1,ortholog_one2many
