Gene name,Chicken gene name,Chicken homology type
RAB7A,RAB7A,ortholog_one2many
cep112,CEP112,ortholog_one2one
CABZ01018956.1,CELF2,ortholog_one2one
nudt6,NUDT6,ortholog_one2one
baiap2l1a,BAIAP2L1,ortholog_one2many
CR559945.2,,ortholog_one2many
gdpd4a,GDPD4,ortholog_one2many
ahsg1,AHSG,ortholog_one2many
PEBP4,PEBP4,ortholog_one2one
rfx3,RFX3,ortholog_one2one
CABZ01061592.1,RNF14,ortholog_one2many
atrxl,ATRX,ortholog_one2many
plk2a,PLK2,ortholog_one2many
CU469540.3,SNORD82,ortholog_one2one
oprl1,OPRL1,ortholog_one2one
rpl35,RPL35,ortholog_one2one
pou2f3,CCDC160,ortholog_one2one
WDR70,WDR70,ortholog_one2one
CABZ01087953.1,EPHX1L,ortholog_one2many
CR396582.3,,ortholog_one2one
ier3ip1,IER3IP1,ortholog_one2one
large1,LARGE1,ortholog_one2one
park7,PARK7,ortholog_one2one
cacng5a,CACNG5,ortholog_one2many
dre-mir-202,gga-mir-202,ortholog_one2one
nup210,NUP210,ortholog_one2one
glg1b,GLG1,ortholog_one2many
RAP1GDS1,RAP1GDS1,ortholog_one2one
MSANTD2,MSANTD2,ortholog_one2one
CR847953.2,gga-mir-499,ortholog_one2many
JMY,JMY,ortholog_one2one
PLCB2,PLCB2,ortholog_one2one
myofl,MYOF,ortholog_one2many
dre-mir-133c,MIR133B,ortholog_one2many
mtrf1,MTRF1,ortholog_one2one
slc2a10,SLC2A10,ortholog_one2one
pcbp2,PCBP2,ortholog_one2one
ogdhl,OGDHL,ortholog_one2one
pkn2,PKN2,ortholog_one2many
abcc8b,ABCC8,ortholog_one2many
sgcd,SGCD,ortholog_one2one
serpini1,SERPINI1,ortholog_one2one
h1m,,ortholog_one2one
CR846082.1,PTPRK,ortholog_one2many
plxnd1,PLXND1,ortholog_one2one
slc25a15a,SLC25A15,ortholog_one2many
slc1a3a,SLC1A3,ortholog_one2many
rprmb,RPRM,ortholog_one2many
arid3a,ARID3A,ortholog_one2one
pdcd10a,PDCD10,ortholog_one2many
stxbp5b,STXBP5,ortholog_one2many
pitpnb,PITPNB,ortholog_one2one
pole2,POLE2,ortholog_one2one
CZQB01141835.1,,ortholog_one2one
ARHGAP44,ARHGAP44,ortholog_one2many
fam169aa,FAM169A,ortholog_one2many
abhd2a,ABHD2,ortholog_one2many
BX005397.1,PCYOX1L,ortholog_one2many
fzd1,FZD1,ortholog_one2one
rad50,RAD50,ortholog_one2one
il17rd,IL17RD,ortholog_one2one
carnmt1,CARNMT1,ortholog_one2one
wipf2b,WIPF2,ortholog_one2many
uggt1,UGGT1,ortholog_one2one
nwd2,NWD2,ortholog_one2one
her2,,ortholog_one2many
her2,HES5,ortholog_one2many
rnf166,RNF166,ortholog_one2one
pdcd5,PDCD5,ortholog_one2one
tlr7,TLR7,ortholog_one2one
SYDE2,SYDE2,ortholog_one2one
zgc:172339,K123,ortholog_one2many
CR352310.2,PALMD,ortholog_one2many
insig2,INSIG2,ortholog_one2one
FP236318.4,SRPK2,ortholog_one2many
sh3bp5b,SH3BP5,ortholog_one2many
si:ch211-154o6.2,ZNF384,ortholog_one2many
polr3b,POLR3B,ortholog_one2one
rnf126,RNF126,ortholog_one2one
tnfsf13b,TNFSF13B,ortholog_one2many
tnfsf13b,,ortholog_one2many
exorh,RHO,ortholog_one2many
zgc:114041,,ortholog_one2many
CU695215.1,,ortholog_one2many
TMCC1,TMCC1,ortholog_one2many
rph3aa,RPH3A,ortholog_one2many
CSDC2,CSDC2,ortholog_one2many
cdkal1,CDKAL1,ortholog_one2many
zgc:165518,OVST,ortholog_many2many
zgc:165518,,ortholog_many2many
mtx3,MTX3,ortholog_one2one
rgmb,RGMB,ortholog_one2one
aldh2.2,ALDH2,ortholog_one2many
zgc:162182,OGFR,ortholog_one2many
zgc:171929,OVOL2,ortholog_one2one
rock1,ROCK1,ortholog_one2one
slc16a5b,SLC16A5,ortholog_one2many
SGCZ,SGCZ,ortholog_one2one
larp1,LARP1,ortholog_one2one
dlc1,DLC1,ortholog_one2one
fuz,,ortholog_one2one
BX649391.1,SNORD63,ortholog_one2one
LAMP5,LAMP5,ortholog_one2one
zgc:64201,PRORSD1P,ortholog_one2many
CABZ01079663.1,FGD3,ortholog_one2one
BX649250.1,SCARNA14,ortholog_one2many
ntmt1,NTMT1,ortholog_one2one
CT027743.1,,ortholog_one2many
plekhm3,PLEKHM3,ortholog_one2one
acss2l,ACSM5,ortholog_many2many
CR759830.1,SNORD101,ortholog_one2one
dre-mir-18c,gga-mir-18a,ortholog_one2many
RHO,RHO,ortholog_one2many
rapgef5a,RAPGEF5,ortholog_one2one
NUP85,NUP85,ortholog_one2many
PITPNC1,,ortholog_one2one
PCP4,PCP4,ortholog_one2many
lmbr1,LMBR1,ortholog_one2one
CABZ01078055.1,SPATS2,ortholog_one2one
bod1l1,BOD1L1,ortholog_one2one
dre-mir-499,gga-mir-499,ortholog_one2many
LO017872.1,,ortholog_one2one
mmp25b,MMP10,ortholog_many2many
mmp25b,MMP27,ortholog_many2many
mmp25b,,ortholog_many2many
rhobtb2b,RHOBTB2,ortholog_one2many
SCARNA8,SCARNA8,ortholog_one2one
CT033790.1,NAMPTP1,ortholog_one2many
cst14b.1,CSTA,ortholog_one2one
kcna2b,KCNA2,ortholog_one2many
tmem230b,TMEM230,ortholog_one2many
hadhb,HADHB,ortholog_one2one
DDX17,DDX17,ortholog_one2one
vapal,VAPA,ortholog_one2many
si:ch211-188c16.1,,ortholog_one2many
eif2b5,EIF2B5,ortholog_one2one
tfap2b,TFAP2B,ortholog_one2one
CABZ01061591.1,MAML2,ortholog_one2one
si:dkey-43k4.3,C22orf23,ortholog_one2one
soul5,,ortholog_one2many
afg3l2,AFG3L2,ortholog_one2one
crispld2,CRISPLD2,ortholog_one2one
CR381647.2,SNORD59A,ortholog_many2many
CR381647.2,,ortholog_many2many
rnf144b,RNF144B,ortholog_one2one
hpf1,HPF1,ortholog_one2one
bccip,BCCIP,ortholog_one2one
ets1,ETS1,ortholog_one2one
ppie,PPIE,ortholog_one2one
ptpro,PTPRO,ortholog_one2many
smyhc2,MYH7,ortholog_one2many
SNORD16,SNORD16,ortholog_one2one
SNORD36A,SNORD36,ortholog_one2one
pik3c2b,PIK3C2B,ortholog_one2one
vsig8a,VSIG8,ortholog_one2one
DRD5,DRD5,ortholog_one2one
c2cd4a,C2CD4A,ortholog_one2one
hpxb,HPX,ortholog_one2one
CR788281.1,SCARNA10,ortholog_one2many
SNORD97,SNORD97,ortholog_one2one
dnajb1a,DNAJB1,ortholog_many2many
lig3,LIG3,ortholog_one2one
TATDN3,TATDN3,ortholog_one2one
dre-mir-489,MIR489,ortholog_one2one
tirap,TIRAP,ortholog_one2one
mir140,gga-mir-140,ortholog_one2one
CU693368.1,,ortholog_one2one
ift27,IFT27,ortholog_one2one
zgc:165573,CYSTM1,ortholog_one2many
dre-mir-130b,gga-mir-130b,ortholog_one2one
CU459056.1,,ortholog_one2one
fubp3,FUBP3,ortholog_one2one
BNC1,BNC1,ortholog_one2one
abhd13,ABHD13,ortholog_one2one
LO017650.1,CDH10,ortholog_one2many
acvr2ab,ACVR2A,ortholog_one2many
capn15,CAPN15,ortholog_one2one
dgkab,DGKA,ortholog_one2many
ppiab,PPIA,ortholog_many2many
nhsa,NHS,ortholog_one2many
BX004779.1,U6,ortholog_one2many
dre-let-7b,gga-let-7b,ortholog_one2many
tmem130,TMEM130,ortholog_one2one
CABZ01058333.1,RNF213,ortholog_one2many
unm_sa821,,ortholog_many2many
unm_sa821,PRTFDC1,ortholog_many2many
casr,CASR,ortholog_one2one
hmgb1a,HMGB1,ortholog_one2many
baiap2l1b,BAIAP2L1,ortholog_one2many
gnb4b,GNB4,ortholog_one2many
dhx29,DHX29,ortholog_one2one
acox1,ACOX1,ortholog_one2one
arsh,,ortholog_one2many
arsh,ARSD,ortholog_one2many
arsh,ARSH,ortholog_one2many
tmco3,TMCO3,ortholog_one2one
tgfb3,TGFB3,ortholog_one2one
creb3l3b,CREB3L3,ortholog_one2many
nipsnap2,NIPSNAP2,ortholog_one2one
sycn.3,SYCN,ortholog_one2many
FO704786.1,SAMD14,ortholog_one2one
arhgdia,ARHGDIA,ortholog_one2one
pappaa,PAPPA,ortholog_one2many
dtwd2,DTWD2,ortholog_one2one
pax7a,PAX7,ortholog_one2many
smkr1,SMKR1,ortholog_one2one
HPDL,HPDL,ortholog_one2many
gramd1bb,GRAMD1B,ortholog_one2many
CABZ01099833.1,MAP4K1,ortholog_one2one
CABZ01046980.1,TLN2,ortholog_one2many
srebf1,SREBF1,ortholog_one2one
tpcn2,TPCN2,ortholog_one2one
apbb3,,ortholog_one2many
sall4,SALL4,ortholog_one2one
n6amt1,N6AMT1,ortholog_one2one
FP325130.1,FLNB,ortholog_one2many
syt17,SYT17,ortholog_one2one
aqr,AQR,ortholog_one2one
tmigd1,TMIGD1,ortholog_one2one
dre-mir-10b-1,gga-mir-10b,ortholog_one2one
phospho2,PHOSPHO2,ortholog_one2one
irx1a,IRX1,ortholog_one2one
dre-mir-375-1,gga-mir-375,ortholog_one2many
CABZ01113192.1,,ortholog_one2many
CR762483.1,,ortholog_one2many
pde9al,PDE9A,ortholog_one2many
tfdp1b,TFDP1,ortholog_one2many
fgd5a,FGD5,ortholog_one2many
CR759830.2,,ortholog_one2many
CR759830.2,SNORD100,ortholog_one2many
srp14,SRP14,ortholog_one2one
trib1,TRIB1,ortholog_one2one
CR847944.3,gga-let-7k,ortholog_one2one
idh2,IDH2,ortholog_one2one
ap1g1,AP1G1,ortholog_one2one
usp37,USP37,ortholog_one2one
CR381531.2,DPP10,ortholog_one2one
rps26l,RPS26,ortholog_one2many
nap1l1,NAP1L1,ortholog_one2one
SMIM10,,ortholog_one2one
BX640522.1,,ortholog_one2many
CABZ01086812.1,SLC2A9,ortholog_one2one
znf513b,ZNF513,ortholog_one2many
atxn3,ATXN3,ortholog_one2one
nsmaf,NSMAF,ortholog_one2one
RASSF10,RASSF10,ortholog_one2one
wdr41,WDR41,ortholog_one2one
mtss1lb,MTSS2,ortholog_one2many
SRL,SRL,ortholog_one2many
ATP8A1,ATP8A1,ortholog_one2many
bloc1s5,BLOC1S5,ortholog_one2one
ddb1,DDB1,ortholog_one2one
LO018564.1,DOCK2,ortholog_one2many
vgll3,VGLL3,ortholog_one2one
CABZ01063543.1,SLC12A2,ortholog_one2many
cse1l,CSE1L,ortholog_one2one
vent,VENTX,ortholog_many2many
lrrc4ca,LRRC4C,ortholog_one2many
CFAP90,C5orf49,ortholog_one2one
CABZ01085052.1,EIF4G1,ortholog_one2many
LO017711.1,SORCS1,ortholog_one2one
snw1,SNW1,ortholog_one2one
rgrb,RGR,ortholog_one2many
map1b,MAP1B,ortholog_one2one
phtf2,PHTF2,ortholog_one2one
ANKRD50,ANKRD50,ortholog_one2many
CABZ01033205.1,TM4SF1a,ortholog_one2one
efr3bb,EFR3B,ortholog_one2many
rab27a,RAB27A,ortholog_one2one
SAMD12,SAMD12,ortholog_one2one
CABZ01075521.1,TMEM241,ortholog_one2many
CFAP68,CFAP68,ortholog_one2one
b3gat1b,,ortholog_one2many
ambra1a,AMBRA1,ortholog_one2many
zgc:101785,,ortholog_many2many
zgc:101785,ANXA13,ortholog_many2many
zgc:101785,ANXA10,ortholog_many2many
CNNM4,CNNM4,ortholog_one2many
chchd6b,,ortholog_one2many
RPS17,RPS17,ortholog_one2many
MIR206,gga-mir-206,ortholog_one2many
fam219b,FAM219B,ortholog_one2one
dre-mir-219-1,gga-mir-219b,ortholog_one2many
CABZ01064472.1,SEMA4D,ortholog_one2one
eif4e2,EIF4E2,ortholog_one2one
CU984600.3,,ortholog_one2many
pigs,PIGS,ortholog_one2one
myo7aa,MYO7A,ortholog_one2many
PRMT8,PRMT1,ortholog_one2many
CR936977.2,NECTIN3,ortholog_one2many
stim2a,STIM2,ortholog_one2many
marveld1,MARVELD1,ortholog_one2one
ACVR1C,ACVR1C,ortholog_one2one
aaas,AAAS,ortholog_one2one
ino80da,INO80D,ortholog_one2many
zmp:0000001114,ST14,ortholog_one2one
crebl2,CREBL2,ortholog_one2one
rnf32,RNF32,ortholog_one2one
itchb,ITCH,ortholog_one2many
rufy3,RUFY3,ortholog_one2one
npl,NPL,ortholog_one2one
yy1b,YY2,ortholog_one2many
AREL1,AREL1,ortholog_one2one
CR854927.4,GSTK1,ortholog_one2many
nbr1b,NBR1,ortholog_one2many
SNORD83A,SNORD83A,ortholog_one2one
lman2lb,LMAN2L,ortholog_one2many
plekhg5b,PLEKHG5,ortholog_one2many
prkacbb,PRKACB,ortholog_one2one
xrcc5,XRCC5,ortholog_one2one
USP30,USP30,ortholog_one2many
fis1,FIS1,ortholog_one2one
trappc2,TRAPPC2,ortholog_one2one
cldn10b,CLDN10,ortholog_one2many
zgc:175280,,ortholog_many2many
zmp:0000000624,C7orf50,ortholog_one2one
klhdc3,KLHDC3,ortholog_one2one
CABZ01085887.1,PHACTR1,ortholog_one2many
mios,MIOS,ortholog_one2one
lima1a,LIMA1,ortholog_one2one
lipcb,LIPC,ortholog_one2many
CABZ01074298.1,ERN2,ortholog_many2many
dre-mir-218b,gga-mir-218-1,ortholog_one2one
XKR4,XKR4,ortholog_one2one
dpf3,DPF3,ortholog_one2one
zmp:0000000521,SPIN1,ortholog_many2many
zmp:0000000521,SPIN1L,ortholog_many2many
gpr1,GPR1,ortholog_one2one
hrh2a,HRH2,ortholog_one2one
lars1a,LARS1,ortholog_one2many
socs7,SOCS7,ortholog_one2one
cep120,CEP120,ortholog_one2one
FO834857.1,TGIF2,ortholog_one2one
pax3b,PAX3,ortholog_one2many
psmd2,PSMD2,ortholog_one2many
BX276180.1,SNORA73,ortholog_one2many
cebpb,CEBPB,ortholog_one2one
FP103009.1,SYNJ2BP,ortholog_one2one
arhgap42b,ARHGAP42,ortholog_one2many
GAN,GAN,ortholog_one2one
dre-mir-338-1,gga-mir-338,ortholog_one2many
ryr1b,RYR1,ortholog_one2many
dre-mir-193a-2,gga-mir-193a,ortholog_one2many
fbln1,FBLN1,ortholog_one2one
cnot8,CNOT8,ortholog_one2one
dre-mir-9-7,gga-mir-9-1,ortholog_one2many
FQ311908.1,SLC16A2,ortholog_one2one
zswim6,,ortholog_one2many
zswim6,ZSWIM6,ortholog_one2many
mcm4,MCM4,ortholog_one2one
map3k7cl,MAP3K7CL,ortholog_one2one
lrit1b,LRIT1,ortholog_one2many
zgc:194275,HRASLS,ortholog_one2many
nme2b.1,NME2,ortholog_many2many
nme2b.1,NME1,ortholog_many2many
limk1a,LIMK1,ortholog_one2many
stoml2,STOML2,ortholog_one2one
dusp16,DUSP16,ortholog_one2one
sytl2a,SYTL2,ortholog_one2one
wwc1,WWC1,ortholog_one2one
mrps9,MRPS9,ortholog_one2one
pou4f3,POU4F3,ortholog_one2one
irf1b,IRF1,ortholog_one2one
FO834800.1,,ortholog_one2many
CABZ01084273.1,TMEM179,ortholog_one2many
myadml2,MYADML2,ortholog_one2one
zgc:92161,HSD11B1,ortholog_many2many
zgc:92161,HSD11B1b,ortholog_many2many
LPL,LPL,ortholog_one2many
hoxc11b,HOXD11,ortholog_one2many
cfap206,CFAP206,ortholog_one2one
gatc,GATC,ortholog_one2one
brinp1,BRINP1,ortholog_one2one
PLXNA1,PLXNA1,ortholog_one2many
agpat2,AGPAT2,ortholog_one2one
lman2la,LMAN2L,ortholog_one2many
trim24,TRIM24,ortholog_one2one
BX601644.2,IL2RG,ortholog_one2many
cpdp,,ortholog_one2one
dbn1,DBN1,ortholog_one2one
iqgap3,IQGAP3,ortholog_one2one
NPFFR2,NPFFR2,ortholog_one2many
CABZ01071972.1,MET,ortholog_one2many
cyba,CYBA,ortholog_one2one
tmx1,TMX1,ortholog_one2one
tmem248,TMEM248,ortholog_one2one
CU929070.3,,ortholog_one2many
hivep2b,HIVEP2,ortholog_one2many
smoc1,SMOC1,ortholog_one2one
dre-mir-124-5,gga-mir-124c,ortholog_one2one
dre-mir-216a,gga-mir-216a,ortholog_one2many
FP015862.4,CD88,ortholog_one2one
prmt5,PRMT5,ortholog_one2one
acer2,ACER2,ortholog_one2one
CU467861.3,SNORD79,ortholog_one2many
kntc1,KNTC1,ortholog_one2one
slc18a3b,SLC18A3,ortholog_one2many
dntt,DNTT,ortholog_one2one
CDK2AP1,CDK2AP1,ortholog_one2one
SCYL2,SCYL2,ortholog_one2one
mdh2,MDH2,ortholog_one2one
megf6b,MEGF6,ortholog_one2many
CR847546.1,RNase_MRP,ortholog_one2one
slc15a1a,SLC15A1,ortholog_one2many
F2RL2,F2RL2,ortholog_one2many
XRCC2,XRCC2,ortholog_one2one
CR936322.2,,ortholog_one2many
CABZ01079818.1,KCNJ4,ortholog_one2one
CABZ01044099.1,PTPRM,ortholog_one2many
nots,CTSEAL,ortholog_one2one
dre-mir-18a,gga-mir-18a,ortholog_one2many
dre-mir-21-1,gga-mir-21,ortholog_one2many
dre-mir-129-4,MIR129-2,ortholog_one2many
fam193b,FAM193B,ortholog_one2one
numa1,NUMA1,ortholog_one2one
gpsm1b,GPSM1,ortholog_one2one
esama,,ortholog_one2many
hgsnat,HGSNAT,ortholog_one2one
scgn,SCGN,ortholog_one2one
c1d,C1D,ortholog_one2one
slc52a3,SLC52A3,ortholog_one2one
si:ch73-267c23.10,SERINC3,ortholog_one2many
si:ch211-157p22.10,TMEM116,ortholog_one2one
foxk2,FOXK2,ortholog_one2many
prrc2c,PRRC2C,ortholog_one2one
CABZ01109019.1,,ortholog_one2one
dre-mir-22a,gga-mir-22,ortholog_one2many
adamts5,ADAMTS5,ortholog_one2one
BX571884.2,,ortholog_one2one
CABZ01113816.1,PRORSD1P,ortholog_one2many
sc:d217,VCAM1,ortholog_one2many
mapkapk3,MAPKAPK3,ortholog_one2one
SLC5A7,SLC5A7,ortholog_one2many
tril,TRIL,ortholog_one2one
pigh,PIGH,ortholog_one2one
GGT7,GGT7,ortholog_one2one
fbxo33,FBXO33,ortholog_one2one
CABZ01038709.1,,ortholog_many2many
sik3,SIK3,ortholog_one2one
apeh,APEH,ortholog_many2many
zmp:0000001127,IL12A,ortholog_one2many
dcun1d2b,DCUN1D2,ortholog_one2many
mbnl1,MBNL1,ortholog_one2one
exosc7,EXOSC7,ortholog_one2one
wnt7ab,WNT7A,ortholog_one2many
endouc,,ortholog_one2many
tbxa2r,TBXA2R,ortholog_one2one
TULP1,TULP1,ortholog_one2many
lrrc51,LRRC51,ortholog_one2one
mfsd1,MFSD1,ortholog_one2one
faslg,FASLG,ortholog_one2one
rnf170,RNF170,ortholog_one2one
zgc:63587,SEPTIN2L,ortholog_one2one
prpsap1,PRPSAP1,ortholog_one2one
si:ch73-106k19.2,,ortholog_one2many
CABZ01112387.1,MYH9,ortholog_one2many
aanat1,AANAT,ortholog_one2one
LO017965.1,,ortholog_many2many
cckb,CCK,ortholog_one2many
CU462878.2,KRTCAP3,ortholog_one2one
CABZ01038699.1,ARSG,ortholog_one2many
zgc:153913,LRTM2,ortholog_one2many
nptna,NPTN,ortholog_one2many
zmp:0000001102,SLC22A7,ortholog_one2many
aamdc,AAMDC,ortholog_one2one
pgs1,PGS1,ortholog_one2one
fam89a,FAM89A,ortholog_one2one
crebrf,CREBRF,ortholog_one2one
FOXN2,FOXN2,ortholog_one2many
CR790388.1,MINAR2,ortholog_one2one
coro2bb,CORO2B,ortholog_one2many
CR759879.1,IFIT5,ortholog_one2many
nploc4,NPLOC4,ortholog_one2one
tmem33,TMEM33,ortholog_one2one
casp20,CASP18,ortholog_one2one
stk39,STK39,ortholog_one2one
hs2st1a,HS2ST1,ortholog_one2many
BX572619.1,C11orf24,ortholog_one2one
tuba8l,TUBA5,ortholog_one2one
dre-mir-27d,gga-mir-27b,ortholog_one2many
CABZ01056051.1,ADGRG3,ortholog_one2many
CR749178.1,SNORD42,ortholog_one2one
frrs1b,FRRS1,ortholog_one2many
xkr5a,,ortholog_one2many
frem1a,FREM1,ortholog_one2one
CT027646.1,,ortholog_one2many
gabra4,GABRA4,ortholog_one2one
mxra5b,MXRA5,ortholog_one2many
PCNP,PCNP,ortholog_one2many
RGS9BP,RGS9BP,ortholog_one2one
unm_sa808,TRAF2,ortholog_one2many
mir99-2,gga-mir-99a,ortholog_one2many
mboat4,MBOAT4,ortholog_one2one
art4,ART7B,ortholog_many2many
art4,,ortholog_many2many
art4,ART7C,ortholog_many2many
art4,ART1L2,ortholog_many2many
art4,ART1L3,ortholog_many2many
art4,ART5,ortholog_many2many
art4,ART4,ortholog_many2many
gpr6,GPR6,ortholog_one2one
C20H1orf198,C1orf198,ortholog_one2one
PLCB4,PLCB4,ortholog_one2one
pid1,PID1,ortholog_one2one
otud1,OTUD1,ortholog_one2one
CDCP1,CDCP1,ortholog_one2many
map4k4,MAP4K4,ortholog_one2one
hhex,HHEX,ortholog_one2one
wasf3a,WASF3,ortholog_one2many
bphl,BPHL,ortholog_one2one
c1qtnf9,,ortholog_one2one
CCKBR,CCKBR,ortholog_one2many
ints4,INTS4,ortholog_one2one
tmem101,TMEM101,ortholog_one2one
CABZ01010830.1,C1orf43,ortholog_one2many
cyp1c1,CYP1C1,ortholog_one2many
CU467861.2,SNORD79,ortholog_one2many
tmem26b,TMEM26,ortholog_one2many
stc2b,STC2,ortholog_one2many
BX276180.4,SNORA73,ortholog_one2many
CABZ01068356.1,PSD,ortholog_one2many
CABZ01088271.1,PSTK,ortholog_one2many
CABZ01074307.2,USP15,ortholog_one2one
gramd2aa,GRAMD2,ortholog_one2one
C2CD4C,C2CD4C,ortholog_one2one
TMEM19,TMEM19,ortholog_one2one
baiap2b,BAIAP2,ortholog_one2many
cdr2l,CDR2L,ortholog_one2one
PDPR,PDPR,ortholog_one2one
gtf2a1l,STON1,ortholog_one2one
BX511227.2,,ortholog_one2many
ccdc181,CCDC181,ortholog_one2one
asmt,ASMT,ortholog_one2one
jmjd6,JMJD6,ortholog_one2one
CABZ01111953.1,OSBPL10,ortholog_one2many
appl2,TUBGCP6,ortholog_one2one
rnps1,RNPS1,ortholog_one2many
DGKI,DGKI,ortholog_one2one
AL935174.4,,ortholog_one2many
csf3r,CSF3R,ortholog_one2one
efr3a,EFR3A,ortholog_one2one
zgc:153426,TUBB4B,ortholog_one2many
cacng2b,CACNG2,ortholog_one2many
zmp:0000000711,TULP3,ortholog_one2one
BX324132.3,ALX4,ortholog_one2many
taldo1,TALDO1,ortholog_one2one
CABZ01081294.2,TMEM200C,ortholog_one2many
bnip3la,BNIP3L,ortholog_one2many
CABZ01011673.1,FIG4,ortholog_one2many
slc9a3r1b,SLC9A3R1,ortholog_one2many
mbd5,MBD5,ortholog_one2one
gpr182,GPR182,ortholog_one2one
CABZ01068246.1,IL1RAP,ortholog_one2one
ccdc50,CCDC50,ortholog_one2one
klf2b,KLF2,ortholog_one2many
hdgfl2,HDGFRP2,ortholog_one2one
tiam2b,TIAM2,ortholog_one2many
fetub,,ortholog_many2many
fetub,FETUB,ortholog_many2many
wu:fc23c09,LINGO3,ortholog_many2many
ADAM12,ADAM12,ortholog_one2many
sntg1,SNTG1,ortholog_one2one
caap1,CAAP1,ortholog_one2one
dre-mir-124-6,gga-mir-124a-2,ortholog_one2one
purbb,PURB,ortholog_one2many
CABZ01084230.1,ST6GALNAC2,ortholog_one2one
thbs4a,COMP,ortholog_one2many
znf131,ZNF131,ortholog_one2one
smyd4,SMYD4,ortholog_one2one
P2RY14,P2RY14,ortholog_one2one
dre-mir-455-1,gga-mir-455,ortholog_one2one
mhc2b,MHCY2B1,ortholog_many2many
mhc2b,,ortholog_many2many
mhc2b,BLB2,ortholog_many2many
mhc2b,BLB1,ortholog_many2many
mhc2b,MHCY2B2,ortholog_many2many
lhfpl4a,LHFPL4,ortholog_one2one
tnpo1,TNPO1,ortholog_one2one
LO017852.1,TARSL2,ortholog_one2many
LO017852.1,,ortholog_one2many
col18a1b,COL18A1,ortholog_one2many
spice1,SPICE1,ortholog_one2one
clcnk,,ortholog_one2one
fzd6,FZD6,ortholog_one2one
slc10a7,SLC10A7,ortholog_one2one
dele1,DELE1,ortholog_one2one
rbpja,RBPJ,ortholog_one2many
capn2l,CAPN2,ortholog_one2many
ggps1,GGPS1,ortholog_one2one
trap1,TRAP1,ortholog_one2one
tgfbr1b,TGFBR1,ortholog_one2many
CABZ01061524.1,MYOM2,ortholog_one2many
WSCD1,WSCD1,ortholog_one2many
slc38a8a,SLC38A8,ortholog_one2many
FO834850.1,ITPR3,ortholog_one2many
ppig,PPIG,ortholog_one2one
cd74b,CD74,ortholog_one2many
sowahca,SOWAHC,ortholog_one2many
rell1,RELL1,ortholog_one2one
nudt12,NUDT12,ortholog_one2one
siva1,SIVA1,ortholog_one2one
rims1b,RIMS2,ortholog_one2one
naa80,NAA80,ortholog_one2one
zgc:86738,TMEM150B,ortholog_one2many
camlg,CAMLG,ortholog_one2one
gask1a,GASK1A,ortholog_one2one
zgc:165453,OVST,ortholog_many2many
zgc:165453,,ortholog_many2many
SLA,SLA,ortholog_one2many
mrpl22,MRPL22,ortholog_one2one
zgc:56231,,ortholog_one2one
bmp10l,BMP10,ortholog_one2many
kif3ca,KIF3C,ortholog_one2many
ccnj,CCNJ,ortholog_one2one
CABZ01074745.1,DUT,ortholog_one2many
lclat1,LBH,ortholog_one2one
crybb3,CRYBB3,ortholog_one2one
thoc1,THOC1,ortholog_one2one
CABZ01118270.1,GPR34,ortholog_one2many
GUCY1A2,GUCY1A2,ortholog_one2one
serbp1b,SERBP1,ortholog_one2many
CABZ01065417.1,PI4KA,ortholog_one2many
tm2d2,TM2D2,ortholog_one2one
CU138547.1,NHERF2,ortholog_one2many
myl9b,MYL9,ortholog_one2many
fez1,FEZ1,ortholog_one2one
il1b,IL1B,ortholog_one2many
prc1a,PRC1,ortholog_one2many
wdr44,WDR44,ortholog_one2one
abcf3,ABCF3,ortholog_one2one
unc5c,UNC5C,ortholog_one2many
apooa,APOO,ortholog_one2many
CABZ01095001.1,RIC3,ortholog_one2many
hgh1,HGH1,ortholog_one2one
crygn1,CRYGN,ortholog_one2many
pax6b,PAX6,ortholog_one2many
CABZ01056321.1,PCARE,ortholog_one2many
psph,PSPH,ortholog_one2one
chd3,,ortholog_one2one
zgc:123299,CYP46A1,ortholog_one2many
s1pr2,S1PR2,ortholog_one2one
miga2,MIGA2,ortholog_one2one
sec24a,SEC24A,ortholog_one2one
adcy2a,ADCY2,ortholog_one2many
mre11a,MRE11,ortholog_one2one
PSTK,PSTK,ortholog_one2many
sbno2a,SBNO2,ortholog_one2many
kcng2,KCNG2,ortholog_one2one
TTC28,TTC28,ortholog_one2one
cog7,COG7,ortholog_one2one
smim20,SMIM20,ortholog_one2one
CU929259.1,,ortholog_one2many
rap2aa,RAP2A,ortholog_one2many
mrpl21,MRPL21,ortholog_one2one
KCTD5,,ortholog_one2many
CU855895.3,,ortholog_many2many
CTRL,CTRL,ortholog_one2many
tmem254,TMEM254,ortholog_one2one
PITPNM2,PITPNM2,ortholog_one2one
shisa6,SHISA6,ortholog_one2one
BX649366.2,,ortholog_many2many
dync1h1,DYNC1H1,ortholog_one2one
c1ql3a,C1QL3,ortholog_one2many
nup188,NUP188,ortholog_one2one
spire1b,SPIRE1,ortholog_one2many
zar1l,ZAR1L,ortholog_one2one
dennd4c,DENND4C,ortholog_one2one
dnah9,DNAH9,ortholog_one2one
,CARTL,ortholog_one2many
CT573356.2,,ortholog_one2many
timp4.1,TIMP4,ortholog_one2many
stxbp6,STXBP6,ortholog_one2many
qsox2,QSOX2,ortholog_one2one
FO904885.2,ART7B,ortholog_many2many
FO904885.2,,ortholog_many2many
FO904885.2,ART7C,ortholog_many2many
