Gene name,Human gene name,Human homology type
ptrh2,,
il4,,
BX248501.2,,
mocs2,,
CU462871.1,,
zmp:0000000650,,
car15,,
BX004857.1,SEPTIN14,ortholog_many2many
si:ch211-233a24.2,,
mnx1,,
ednraa,,
pid1,,
iqck,,
ngfrb,,
CABZ01030017.1,,
doc2a,,
BX000704.2,,
etnk2,,
pcsk2,PCSK2,ortholog_one2one
arid5a,,
PHF21B,PHF21B,ortholog_one2one
cbx8b,,
opn6a,,
si:dkey-4c23.3,,
zgc:114130,,
abhd2b,,
nkx2.5,,
e2f4,E2F4,ortholog_one2one
CR925820.7,,
CABZ01088149.1,,
si:ch211-194c3.5,,
CR354380.2,,
tnfsf13,,
hnrnpa1a,,
CABZ01027646.1,,
opn4b,OPN4,ortholog_one2many
tacc1,TACC1,ortholog_one2one
tia1l,,
frem3,,
pi4kaa,PI4KA,ortholog_one2many
scn1bb,SCN1B,ortholog_one2many
BX000704.3,,
ecd,,
slc6a15,,
zdhhc18b,ZDHHC18,ortholog_one2many
appb,,
btr30,,
si:ch211-63i20.3,,
actn3a,,
wdr73,,
LO018432.1,PLD4,ortholog_one2one
CABZ01117503.1,INHBC,ortholog_one2one
cdc42ep1b,CDC42EP1,ortholog_one2many
CABZ01000634.1,IFI44L,ortholog_many2many
CABZ01000634.1,IFI44,ortholog_many2many
CR788324.1,,
CR388055.3,,
lepr,,
CABZ01049847.1,GGT5,ortholog_one2many
ppp1cbl,PPP1CB,ortholog_one2many
dicp1.3-4,CD4,ortholog_one2many
rhcgl1,,
CABZ01079480.1,PARP15,ortholog_many2many
zgc:194398,,
AL935186.5,,
ikbke,,
kctd2,,
jupa,,
supv3l1,,
plcd1b,PLCD1,ortholog_one2many
gngt1,,
kptn,,
adrb1,,
CABZ01112050.1,EBF4,ortholog_one2one
selenou1b,,
ppp4r3b,PPP4R3B,ortholog_one2many
ppp4r3b,PPP4R3C,ortholog_one2many
CR407590.2,,
AL928885.1,,
phf6,,
BX088712.6,,
gxylt2,,
CABZ01001434.2,,
thbs1a,THBS1,ortholog_one2many
pgrmc1,PGRMC1,ortholog_one2one
qtrt1,QTRT1,ortholog_one2one
plch2b,,
lrp13,,
apnl,,
brap,BRAP,ortholog_one2one
AL929345.2,,
map1ab,,
CABZ01057159.1,,
CR556713.1,,
actn4,,
,,
RAC1,RAC1,ortholog_one2many
tnni1b,TNNI1,ortholog_one2many
BX005410.1,,
AL935187.1,,
CABZ01044156.1,,
npm2b,NPM2,ortholog_one2many
uba3,,
BX936370.1,,
BX322663.2,,
wu:fi42e03,,
BX005342.1,,
hsbp1l1,HSBP1L1,ortholog_one2one
slc25a47b,SLC25A47,ortholog_one2many
BX276105.1,TCEANC,ortholog_one2one
CABZ01036526.1,,
zgc:171679,,
mier3a,MIER3,ortholog_one2many
BX470259.2,ZNF22,ortholog_one2many
wu:fa19b12,,
CR792443.1,,
ndufa8,,
insl5a,,
CR925768.3,,
si:dkey-7n6.2,,
CT025887.2,,
grm1b,,
akr1a1a,,
BX119916.1,,
tsn,,
shmt2,SHMT2,ortholog_one2one
usp14,USP14,ortholog_one2one
cdk14,CDK14,ortholog_one2one
CR925753.1,,
dynll2a,,
svopl,,
slc35c1,SLC35C1,ortholog_one2one
CABZ01084145.1,,
kif23,,
CABZ01080056.1,ADAMTS2,ortholog_one2many
agap1,,
zgc:194627,,
si:dkey-78l4.10,,
LO018380.1,,
CR759843.3,RNU1-21P,ortholog_many2many
CR759843.3,RNU1-46P,ortholog_many2many
CR759843.3,RNVU1-32,ortholog_many2many
ypel2b,,
CR792441.5,,
dusp3a,,
BX005075.2,,
e2f1,E2F1,ortholog_one2one
bcl6aa,,
h2az2b,H2AZ2,ortholog_one2many
BX649626.2,,
CR855310.1,,
CR545476.3,,
fhad1,,
mad2l1bp,MAD2L1BP,ortholog_one2one
ftr32,,
rab12,RAB12,ortholog_one2one
capn3a,CAPN3,ortholog_one2many
azi2,AZI2,ortholog_one2one
AL928999.1,,
col22a1,,
BX548053.2,,
uprt,,
,PPP1R7,ortholog_one2one
FP102309.2,,
CR925716.1,,
pvalb6,,
eri2,ERI2,ortholog_one2one
BX649434.3,,
glod4,,
BX571711.3,,
CU611053.1,,
CABZ01036081.1,,
CT030029.1,,
SGPP2,SGPP2,ortholog_one2one
BX005045.1,,
FP016018.4,,
cyp2y3,,
CR925768.13,,
CR847529.1,,
rtn4b,,
lancl2,LANCL2,ortholog_one2one
rbm15,,
CABZ01049825.1,,
zgc:63863,,
CR847990.1,,
CR388168.3,,
clrn1,CLRN1,ortholog_one2one
CABZ01044053.1,IWS1,ortholog_one2one
nsd2,,
CABZ01092282.1,DNM2,ortholog_one2many
LO017713.1,,
CABZ01068248.1,,
CABZ01032180.1,,
st3gal4,ST3GAL4,ortholog_one2one
wdr74,,
CR926128.4,,
CR931819.1,,
nkl.2,,
arpp19a,,
BX322552.1,,
CABZ01002339.1,,
hbp1,HBP1,ortholog_one2one
CABZ01002342.6,,
CR450686.6,,
BX571855.1,,
msnb,,
TMEM200C,TMEM200C,ortholog_one2many
kif3a,,
CABZ01052320.1,,
CT583625.6,,
CR385068.1,,ortholog_many2many
CR385068.1,,ortholog_many2many
CR385068.1,SNORA16A,ortholog_many2many
CR385068.1,SNORA16B,ortholog_many2many
C23H1orf52,C1orf52,ortholog_one2one
CABZ01070983.1,,
ppp1r26,PPP1R26,ortholog_one2one
eif1ad,,
CU468041.2,,
CR786562.2,,
CU571327.1,,
BX005476.1,,
il1rapl1b,,
BX649366.1,SNORA55,ortholog_one2one
CU929319.1,,
tmem65,TMEM65,ortholog_one2one
BX294098.2,,
stx6,,
BX537272.1,,
BX293991.1,,
kcnv2b,,
CR926464.2,,
CABZ01080042.1,MFAP4,ortholog_one2many
CR926128.2,RNU6-346P,ortholog_one2many
CABZ01031870.1,FAM13C,ortholog_one2one
paqr4a,,
FO704764.1,SCARNA16,ortholog_one2one
macroh2a1,MACROH2A1,ortholog_one2one
CABZ01031768.1,,
ACSF3,ACSF3,ortholog_one2one
BX469912.7,,
CT573494.4,,
si:ch211-240l19.8,,
angptl2a,ANGPTL2,ortholog_many2many
angptl2a,FGA,ortholog_many2many
BX005108.4,,
BX323819.1,,
bmp16,,
BX321890.1,,
BX663516.1,MIR212,ortholog_one2many
klhdc2,KLHDC2,ortholog_one2one
CU694266.1,,
BX957314.1,,
rcn3,,
pimr58,,
dre-mir-454a,MIR454,ortholog_one2one
slitrk6,SLITRK6,ortholog_one2one
BX914214.13,,
CU929365.1,,
mir223,MIR223,ortholog_one2one
si:dkey-111e8.4,,
CU367852.14,,
AL732488.3,,
irge1,,
mrc2,,
MIR23B,MIR23B,ortholog_one2one
ZNF521,ZNF521,ortholog_one2many
CT573239.1,RNU6-222P,ortholog_one2many
BX323017.1,,
sh2d1ab,,
CR931725.2,,
tec,TEC,ortholog_one2one
dre-mir-456,,
ewsr1a,,
CR450785.10,,
CABZ01081490.1,,
BX072561.1,,
BX908777.7,,
CU570893.1,,
CR524483.1,,
CU695133.1,,
FQ311920.1,,
FP236318.2,SNORA60,ortholog_one2many
mrc1a,MRC1,ortholog_one2many
slc12a1,SLC12A1,ortholog_one2one
CR545476.2,,
CR854959.1,,
CABZ01075078.1,,
CR356227.8,,
CR385068.3,,ortholog_many2many
CR385068.3,,ortholog_many2many
CR385068.3,SNORA16A,ortholog_many2many
CR385068.3,SNORA16B,ortholog_many2many
CR356235.1,,
CR925858.1,,
EGFLAM,EGFLAM,ortholog_one2one
BX539310.1,,
nsfb,,
scinla,,
pip4k2ca,PIP4K2C,ortholog_one2many
,MIR16-1,ortholog_one2many
BX323829.1,RN7SKP219,ortholog_one2many
BX323829.1,RN7SKP96,ortholog_one2many
BX323829.1,RN7SKP67,ortholog_one2many
BX323829.1,RN7SKP244,ortholog_one2many
BX323829.1,RN7SKP14,ortholog_one2many
BX323829.1,7SK,ortholog_one2many
BX323829.1,RN7SKP2,ortholog_one2many
BX323829.1,RN7SKP5,ortholog_one2many
BX323829.1,RN7SKP49,ortholog_one2many
BX323829.1,RN7SKP242,ortholog_one2many
BX323829.1,RN7SKP288,ortholog_one2many
BX323829.1,7SK,ortholog_one2many
BX323829.1,RN7SKP105,ortholog_one2many
BX323829.1,RN7SKP253,ortholog_one2many
BX323829.1,RN7SKP197,ortholog_one2many
BX323829.1,RN7SKP99,ortholog_one2many
BX323829.1,RN7SKP31,ortholog_one2many
BX323829.1,7SK,ortholog_one2many
BX323829.1,RN7SKP24,ortholog_one2many
BX323829.1,RN7SKP88,ortholog_one2many
BX323829.1,RN7SKP196,ortholog_one2many
BX323829.1,RN7SKP195,ortholog_one2many
BX323829.1,7SK,ortholog_one2many
BX323829.1,7SK,ortholog_one2many
BX323829.1,RN7SKP299,ortholog_one2many
BX323829.1,RN7SKP277,ortholog_one2many
znf1141,ZNF22,ortholog_one2many
CR388390.15,,
CABZ01067001.1,,
zgc:153345,,
BX511146.1,,
tas2r203,,
BX649325.1,,
BX530083.1,,
tspan4a,TSPAN4,ortholog_one2one
BX323550.2,,
wdr59,WDR59,ortholog_one2one
BX000477.1,,
zgc:153722,,
ccdc149a,CCDC149,ortholog_one2many
asphd1,,
CR381638.1,,
CABZ01022569.5,,
CABZ01050061.1,,
lzts3a,LZTS3,ortholog_one2many
adamts15a,,
gtf2e1,,
CABZ01111454.1,,
dre-mir-130c-2,,
ubald2,UBALD2,ortholog_one2one
med25,,
CU914545.1,,
mphosph8,,
rcan1a,,
BX664750.5,,
igf2bp2b,,
dre-mir-27c,MIR27A,ortholog_one2one
phlda1,PHLDA1,ortholog_one2one
zgc:165514,,
CR848035.1,,
BX511138.1,,
dre-mir-34b,MIR34B,ortholog_one2many
CT573497.2,,
CR388047.2,GIMAP5,ortholog_one2many
zgc:112023,,
SHROOM2,SHROOM2,ortholog_one2many
usp13,,
BX649515.1,,
AL929006.1,,
pomgnt2,POMGNT2,ortholog_one2one
dre-mir-430c-1,,
grinab,,
BX088712.5,,
afap1l1a,,
CU896630.1,,
si:ch211-191a24.4,,
ampd3b,,
wbp11,,
BX548076.2,,
AL954637.1,,
WARS1,WARS1,ortholog_one2many
BX511267.1,,
AL928628.2,,
CABZ01053739.1,,
rnf34a,RNF34,ortholog_one2many
im:7150988,GLIPR1L1,ortholog_many2many
im:7150988,GLIPR1L2,ortholog_many2many
zmp:0000000845,,
hcar1-4,,
CR318625.1,,
gig2f,,
CABZ01071191.1,,
baalca,BAALC,ortholog_one2many
CABZ01078155.1,,
CABZ01067151.1,SLC9A3R2,ortholog_one2many
ipcef1,,
cenps,,
CKS2,CKS2,ortholog_one2one
sfrp2l,,
CU694263.1,,
CABZ01056821.1,,
si:ch211-188p14.4,,
gemin4,,
CR927368.1,,
csf2rb,,
zgc:194551,B3GNT6,ortholog_many2many
RASL10B,RASL10B,ortholog_one2one
AL844570.1,,
nucb2a,,
c1qtnf6b,,
CZQB01123183.1,,
si:ch73-380n15.2,,
MCMDC2,MCMDC2,ortholog_one2one
CR356236.2,,
pak6a,PAK6,ortholog_one2many
sall1a,,
CU104764.1,,
arl9,ARL9,ortholog_one2one
GPR180,GPR180,ortholog_one2one
AL929029.14,,
CR925719.1,,
gsna,,
ITGB1,ITGB1,ortholog_one2many
RFESD,RFESD,ortholog_one2many
CABZ01008739.1,,
CT025651.2,,
BX548025.1,,
BX276180.3,,
CABZ01089777.1,,
zgc:163098,,
BX927310.2,,ortholog_many2many
BX927310.2,,ortholog_many2many
BX927310.2,SNORA9,ortholog_many2many
BX927310.2,SNORA9B,ortholog_many2many
BX927310.2,,ortholog_many2many
FO704898.1,,
BX510922.2,,
rab3c,,
CU929146.2,,
si:dkey-71b5.6,RIIAD1,ortholog_one2one
rxrbb,,
CT956002.3,RNU1-21P,ortholog_many2many
CT956002.3,RNU1-46P,ortholog_many2many
CT956002.3,RNVU1-32,ortholog_many2many
spata22,SPATA22,ortholog_one2one
vsir,,
BX640584.2,,
derl3,,
CABZ01067557.1,,
BX914214.5,,
BX936422.1,,
CABZ01103860.1,,
BX000477.5,,
eipr1,EIPR1,ortholog_one2one
SLC7A1,SLC7A1,ortholog_one2many
CR846093.3,,
BX510657.2,,
CU861574.1,,
BX908777.5,,
cbln10,CBLN3,ortholog_many2many
CU326361.2,,
BX936439.1,ARL10,ortholog_one2one
FO834825.2,,
FO704866.1,,
AL929508.2,,
CU571247.1,,
dre-mir-2187,,
zgc:63972,,
CU137686.1,,
BX000991.3,,
dre-mir-430a-2,,
valopa,,
CT583636.1,,
ABCA7,ABCA7,ortholog_one2one
gpr19,GPR19,ortholog_one2one
CT863714.5,SNORD18,ortholog_one2many
arhgap17a,,
CR450764.7,,
CR382337.2,,
CABZ01079550.1,,
AL928875.1,,
CR354550.1,,
desi1b,,
trim108,,
pcdh18a,PCDH18,ortholog_one2many
CABZ01049362.1,,
CABZ01022564.3,,
zgc:112408,,
BX936392.1,,
rcvrnb,GUCA1C,ortholog_many2many
rcvrnb,HPCAL4,ortholog_many2many
BX469912.5,,
CR354430.1,,
ldb1b,LDB1,ortholog_one2many
CU929365.2,,
FO834825.3,,
frmpd3,,
usp31,USP31,ortholog_one2one
stk33,,
sdhb,SDHB,ortholog_one2many
zgc:110591,,
rtn4a,,
elob,,
cbfa2t3,CBFA2T3,ortholog_one2one
rasd2,,
arl4d,,
zgc:162945,,
LO018627.1,AGL,ortholog_one2many
zgc:162613,,
CABZ01053976.1,MCF2L,ortholog_one2many
FO704635.1,NLRP10,ortholog_one2many
mak,MAK,ortholog_one2one
fuca2,,
BX470164.1,,
anapc5,ANAPC5,ortholog_one2one
itgb1b,ITGB1,ortholog_one2many
card9,CARD9,ortholog_one2one
CABZ01074994.1,,
NAV1,NAV1,ortholog_one2many
znf1021,,
,MTERF1,ortholog_one2one
CR524483.2,,
dip2a,DIP2A,ortholog_one2one
PRDM15,PRDM15,ortholog_one2one
cxcl14,,
cfap126,,
ocrl,,
CR792453.3,,
LO017784.1,,
CABZ01103869.1,,
gpr157,,
zgc:113102,,
fbxl14a,,
hoxb6b,,
anks4b,ANKS4B,ortholog_one2one
si:dkey-15b23.3,TMC3,ortholog_one2one
brwd1,,
st3gal2,ST3GAL2,ortholog_one2one
tm9sf1,TM9SF1,ortholog_one2one
PTPRD,PTPRD,ortholog_one2many
cdx1b,,
atf4b,,
BX546499.1,,
CU570684.1,,
AL929190.1,,
SLC2A13,SLC2A13,ortholog_one2many
BX936380.2,,
taar15,,
fabp2,,
CR550308.1,,
CABZ01081730.1,,
atad2,ATAD2,ortholog_one2one
cnot1,,
BX571670.1,,
LO017843.1,,
lsm3,LSM3,ortholog_one2one
EVA1A,EVA1A,ortholog_one2many
cd247,,
dhrs1,,
CU633160.1,,
smc2,,
txndc9,,
BX545918.1,,
htr7a,,
CR854959.2,,
evpla,EVPLL,ortholog_many2many
evpla,EVPL,ortholog_many2many
zgc:174355,,
CR847522.1,,
CR792441.4,SNORD117,ortholog_one2one
acot18,,
itgb1b.2,ITGB1,ortholog_one2many
zbtb37,,
sh3d19,,
BX571713.1,,
spa17,NRGN,ortholog_one2many
CR450719.1,,
ptpn12,,
shroom2a,SHROOM2,ortholog_one2many
CR382384.1,,
KCNIP4,KCNIP4,ortholog_one2many
BX511259.2,,
BX470150.1,,
CR753886.1,,
antxr2a,ANTXR2,ortholog_one2many
CU861451.1,,
ube2l3a,UBE2L5,ortholog_many2many
ube2l3a,UBE2L3,ortholog_many2many
AL929336.1,,
BX928740.1,,
slc3a2b,SLC3A2,ortholog_one2many
EFEMP1,EFEMP1,ortholog_one2many
CR855274.1,,
naf1,,
ppp1r15a,PPP1R15A,ortholog_one2one
lpar3,LPAR3,ortholog_one2one
BX511096.1,,
CABZ01077956.1,,
BX914214.6,,
zgc:174354,,
dre-mir-735,Y_RNA,ortholog_many2many
dre-mir-735,Y_RNA,ortholog_many2many
dre-mir-735,Y_RNA,ortholog_many2many
BX005199.2,,
capn7,CAPN7,ortholog_one2one
tyr,TYR,ortholog_one2one
BX465198.2,,
BX000700.8,,
impdh1a,,
CT583626.1,,
si:ch73-111k22.3,,
dre-mir-181b-2,MIR181B2,ortholog_one2one
RERG,RERG,ortholog_one2one
BX005142.2,,
dre-mir-126a,,
CABZ01092156.1,MPZL3,ortholog_one2one
UBE2O,UBE2O,ortholog_one2one
ccl35.1,,
tmub2,TMUB2,ortholog_one2one
cpne3,,
slc34a2a,SLC34A2,ortholog_one2many
dusp7,DUSP7,ortholog_one2one
txndc15,TXNDC15,ortholog_one2one
nitr14a,,
BX511265.6,,
zmp:0000001161,,
fam183a,FAM183A,ortholog_one2one
BX284688.1,,
synm,,
CABZ01041604.1,,
nptxrb,,
ccdc149b,,
si:rp71-1g18.1,,
zgc:158343,,
ubn1,,
mrm1,MRM1,ortholog_one2one
lcp1,LCP1,ortholog_one2one
rpp25a,RPP25,ortholog_one2many
BX649250.2,UIMC1,ortholog_one2one
CABZ01053323.1,,
lrrn3b,LRRN3,ortholog_one2many
or106-5,,
BX957362.5,,
march1,,
FO834825.1,,
tdrd3,TDRD3,ortholog_one2one
ier5,,
bckdha,,
ccl39.2,,
tor4ab,,
nkx6.2,NKX6-2,ortholog_one2one
AL845357.2,,
map9,,
asah1b,,
nfkbie,NFKBIE,ortholog_one2one
ckmt2a,,
smoc2,SMOC2,ortholog_one2one
mcoln2,MCOLN2,ortholog_one2one
bida,,
AL953843.1,,
BX545848.1,,
nfkbil1,NFKBIL1,ortholog_one2one
arf1,,
bhmt,BHMT,ortholog_one2many
bhmt,BHMT2,ortholog_one2many
cacng4a,CACNG4,ortholog_one2many
arhgap42a,,
cfd,,
BX547934.2,,
BX000701.2,,
lmo4b,,
hmx3a,,
nacc1a,NACC1,ortholog_one2many
BX546453.2,,
CU570791.3,,
cib3,CIB3,ortholog_one2one
CABZ01024659.1,,
ift74,IFT74,ortholog_one2one
BX324002.1,,
si:ch211-221f10.2,,
rims1b,,
setd1ba,,
AL954337.1,,
slc9a6a,,
oard1,,
poldip2,,
tlr7,,
CR394532.1,,
FQ311924.1,CCNO,ortholog_one2one
fthl31,,
cxcr5,CXCR5,ortholog_one2one
BX247865.4,,
psat1,PSAT1,ortholog_one2one
anxa1d,ANXA1,ortholog_one2many
tmed1a,TMED1,ortholog_one2many
taar10c,,
SUSD2,SUSD2,ortholog_one2one
CT573787.2,,
cttnbp2nla,CTTNBP2NL,ortholog_one2many
LO018106.1,DOCK2,ortholog_one2many
AL935298.1,,
CT025875.1,,
ccl39.1,,
CABZ01038521.1,,
AL831748.1,,
ptgesl,,
ftr50,,
chodl,,
gjd1a,,
CT573392.2,,
BX005399.7,,
ptpro,PTPRO,ortholog_one2many
BX548076.1,,
phf23a,,
mdm4,MDM4,ortholog_one2one
si:ch211-207b24.4,,
edar,EDAR,ortholog_one2one
FO904898.2,,
fuk,FCSK,ortholog_one2one
zgc:172315,UGT3A1,ortholog_many2many
zgc:172315,UGT1A8,ortholog_many2many
zgc:172315,UGT1A7,ortholog_many2many
zgc:172315,UGT1A9,ortholog_many2many
zgc:172315,UGT1A10,ortholog_many2many
zgc:172315,UGT2B11,ortholog_many2many
zgc:172315,UGT2B28,ortholog_many2many
zgc:172315,UGT2B10,ortholog_many2many
zgc:172315,UGT2A3,ortholog_many2many
zgc:172315,UGT2A2,ortholog_many2many
zgc:172315,UGT2A1,ortholog_many2many
zgc:172315,UGT2B15,ortholog_many2many
zgc:172315,UGT2B17,ortholog_many2many
zgc:172315,UGT1A6,ortholog_many2many
zgc:172315,UGT1A5,ortholog_many2many
zgc:172315,UGT1A3,ortholog_many2many
zgc:172315,UGT1A4,ortholog_many2many
zgc:172315,UGT2B7,ortholog_many2many
zgc:172315,UGT2B4,ortholog_many2many
cfhl1,,
entpd6,,
cdx1a,,
CU207311.2,,
rnf167,ZNRF4,ortholog_one2one
uqcc1,UQCC1,ortholog_one2one
st7,ST7,ortholog_one2many
CABZ01002524.2,,
sfmbt1,,
INSYN2A,INSYN2A,ortholog_one2many
CR788322.1,,
LO018405.1,,
xkr9,,
asip2b,,
itga9,ITGA9,ortholog_one2one
bglapl,,
CABZ01052809.1,,
BX323062.1,,
CR392335.1,,
eomesb,EOMES,ortholog_one2many
BX890601.1,,
dlg3,,
cyp4f3,CYP4Z1,ortholog_many2many
cyp4f3,CYP4X1,ortholog_many2many
cyp4f3,CYP4F11,ortholog_many2many
cyp4f3,CYP4F3,ortholog_many2many
cyp4f3,CYP4A11,ortholog_many2many
cyp4f3,CYP4A22,ortholog_many2many
cyp4f3,CYP4F2,ortholog_many2many
cyp4f3,CYP4B1,ortholog_many2many
cyp4f3,CYP4F12,ortholog_many2many
BX469928.1,,
PLBD2,PLBD2,ortholog_one2one
CABZ01083448.1,PRKAB2,ortholog_one2one
glra3,GLRA3,ortholog_one2one
FO704779.1,,
ruvbl2,,
trpm4b.2,TRPM4,ortholog_one2many
CT027578.1,,
CR626884.1,,
BX927330.1,,
CU914622.1,,
mbd4,,
rabgap1,RABGAP1,ortholog_one2one
BX537139.1,,
FP017128.1,,
zgc:153733,,
BX571803.1,,
CU302316.1,,
AL845282.1,,
zgc:113886,,
nfil3,,
olfcg1,,
CABZ01023255.1,,
urp1,,
CABZ01022272.1,,
ap1m1,AP1M1,ortholog_one2one
CU896602.2,,
CABZ01034948.1,,
ulk3,ULK3,ortholog_one2one
si:dkey-65b13.8,,
CABZ01088982.1,FABP5,ortholog_many2many
CABZ01088982.1,PMP2,ortholog_many2many
CABZ01088982.1,FABP12,ortholog_many2many
CABZ01088982.1,FABP9,ortholog_many2many
sirt6,SIRT6,ortholog_one2one
pcdh8,,
BX511310.1,,
gig2e,,
CU313324.1,,
zgc:110045,PCBP3,ortholog_one2one
BX908804.3,ART3,ortholog_many2many
BX908804.3,ART5,ortholog_many2many
CR381657.2,,
clec3bb,CLEC3B,ortholog_one2many
CU467861.5,,
nol6,,
CU571382.4,,
FP102895.3,SNORD92,ortholog_many2many
FP102895.3,SNORD53B,ortholog_many2many
CU633479.1,MYH6,ortholog_one2many
abhd8a,ABHD8,ortholog_one2many
prmt6,PRMT6,ortholog_one2one
CR392024.2,,
BX470160.1,,
CT027789.1,,
neb,,
agrn,,
tatdn1,TATDN1,ortholog_one2one
BX649641.6,,
nectin4b,NECTIN4,ortholog_one2many
BX000364.4,,
CR762493.1,,
BX511159.1,,
BX324177.23,,
CU464184.1,,
tasora,TASOR,ortholog_one2many
rbfox2,RBFOX2,ortholog_one2one
CR388172.12,RNU1-21P,ortholog_many2many
CR388172.12,RNU1-46P,ortholog_many2many
CR388172.12,RNVU1-32,ortholog_many2many
dre-mir-148,MIR148A,ortholog_many2many
dre-mir-148,MIR148B,ortholog_many2many
BX000705.1,,
CABZ01081019.1,,
dre-mir-26b,MIR26A2,ortholog_one2one
CR388030.1,,
CABZ01002520.1,RNU1-21P,ortholog_many2many
CABZ01002520.1,RNU1-46P,ortholog_many2many
CABZ01002520.1,RNVU1-32,ortholog_many2many
CR925768.5,RNU1-21P,ortholog_many2many
CR925768.5,RNU1-46P,ortholog_many2many
CR925768.5,RNVU1-32,ortholog_many2many
mmp30,MMP27,ortholog_many2many
mmp30,MMP10,ortholog_many2many
mmp30,MMP12,ortholog_many2many
mmp30,MMP13,ortholog_many2many
mmp30,MMP3,ortholog_many2many
mmp30,MMP26,ortholog_many2many
CR932361.2,,
CR925768.2,,
laptm4b,,
CU633736.1,,
tmem63c,,
AL845512.1,,
CABZ01117510.1,,
FO681358.1,,
gadd45ga,,
CU693440.1,,
CU570769.4,,
CR388102.7,,
BX548160.1,,
CR383676.1,,ortholog_one2one
BX649411.3,,
BX571977.1,,
CR812468.2,,
CABZ01081385.1,ERMP1,ortholog_one2many
AL929469.3,,
BX470170.1,,
CR942805.1,,
trim35-31,,
CR388102.6,,
megf8,RAB8B,ortholog_one2many
BX470167.1,,
CABZ01085658.1,,
CU457792.1,,
CR762427.1,,
SLC18A1,SLC18A1,ortholog_one2one
CR759952.1,,
ppfia1,PPFIA1,ortholog_one2one
BX649600.1,,
CR759955.1,,
CR388140.2,,
skor2,SKOR2,ortholog_one2one
CABZ01002342.3,,
CU210845.1,,
CU929186.1,,
CR391991.1,,
prr7,,
hint1,,
LO018246.1,,
AL953864.1,,
BX323563.1,,
CABZ01005325.1,,
BX324121.1,,
SNORA36B,,ortholog_one2many
SNORA36B,SNORA36C,ortholog_one2many
SNORA36B,SNORA36B,ortholog_one2many
SNORA36B,,ortholog_one2many
SNORA36B,SNORA36A,ortholog_one2many
CR352303.1,,
CABZ01050105.2,SAP30L,ortholog_one2many
opn7a,,
mpl,,
BX530024.2,,
CABZ01100187.1,,
BX908777.12,,
BX928751.4,,
zmp:0000000527,GBP6,ortholog_one2many
CABZ01080059.1,,
BX511021.1,,
CU570797.4,,
CR339054.1,,
rhbdl3,,
AL953867.2,,
BX530068.2,,
dre-mir-23a-2,MIR23A,ortholog_one2one
CABZ01065569.1,,
CR450785.24,,
CABZ01092072.1,Y_RNA,ortholog_many2many
CABZ01092072.1,Y_RNA,ortholog_many2many
CABZ01092072.1,Y_RNA,ortholog_many2many
dohh,,
BX324177.18,,
CU929146.1,,
LO017821.1,,
CU655961.3,,
CR450785.16,,
PDE6G,PDE6G,ortholog_one2many
AL953858.1,,
CR450785.22,,
KIRREL3,KIRREL3,ortholog_one2many
BX321887.10,,
slc33a1,SLC33A1,ortholog_one2one
slc7a2,,
BX000700.22,,
CU655836.1,,ortholog_one2many
CU655836.1,SNORA17B,ortholog_one2many
CU655836.1,,ortholog_one2many
si:dkey-103i16.6,,
cyp4v7,,
dre-mir-212,MIR212,ortholog_one2many
dre-mir-10a,MIR10A,ortholog_one2one
BX640584.10,,
psme4b,,
sptbn4b,SPTBN4,ortholog_one2many
dre-mir-22b,,
sox13,,
dre-mir-203b,MIR203B,ortholog_one2many
BX649282.5,,
si:ch211-155e24.3,,
AL928656.1,,
BX470083.2,,
CU137681.6,,
CT025854.2,,
AL954861.2,,
FO704648.1,,
CU137681.7,,
BX530406.1,,
zgc:153044,,
CU655816.1,,
thap1,,
CABZ01084774.2,,
CT027578.2,RNU1-21P,ortholog_many2many
CT027578.2,RNU1-46P,ortholog_many2many
CT027578.2,RNVU1-32,ortholog_many2many
notum1a,NOTUM,ortholog_one2many
BX323590.2,,
AL935062.1,,
myl2a,MYL2,ortholog_one2many
calb2a,,
tsen54,TSEN54,ortholog_one2one
phb2b,,
LO017763.1,,
CABZ01046432.1,,
CR354395.1,,
AL929044.1,,
CR555295.2,,
zgc:158463,,
BX469935.1,,
LO017643.1,,
CU184911.1,,
chic2,CHIC2,ortholog_one2one
BX005220.1,,
hadhaa,HADHA,ortholog_one2many
si:ch211-244b2.4,PARP15,ortholog_many2many
AL845420.1,,
CT573394.1,,
BX005237.1,,
CR381533.2,,
cgrrf1,,
CABZ01077016.1,,
TMEM164,TMEM164,ortholog_one2one
paqr5a,,
BX284638.1,,
CABZ01054876.1,,
gemin7,GEMIN7,ortholog_one2one
CR388178.3,,
BX005399.8,,
BX537139.2,,
CU467861.1,,ortholog_one2many
CU467861.1,,ortholog_one2many
CR388390.3,,
CR854913.1,,
CR352263.1,,
BX640584.17,,
FP015958.1,,
CR388390.19,,
CR381618.3,,
CU457815.1,,
pih1d3,,
AL953856.2,,
CU076099.3,SNORD92,ortholog_many2many
CU076099.3,SNORD53B,ortholog_many2many
CR548633.1,,
BX649394.8,,
BX530058.1,,
pcmtl,,
CR388206.9,,
CR407547.1,,
CR450814.2,,
snrnau11,RNU11-3P,ortholog_many2many
snrnau11,RNU11-5P,ortholog_many2many
ltk,,
BX322568.1,,
CABZ01057506.1,,
BX321887.11,,
BX088695.1,,
AL954138.1,,
AL590147.1,,
BX120013.1,,
BX927369.2,,
stab2,,
