Gene name,Mouse gene name,Mouse homology type
SIX5,Six5,ortholog_one2one
SUPT6H,Supt6,ortholog_one2one
AFAP1L2,Afap1l2,ortholog_one2one
,,
SNORA70,,
S1PR2,S1pr2,ortholog_one2one
Metazoa_SRP,,
IL1RN,Il1rn,ortholog_one2one
HSPBP1,Hspbp1,ortholog_one2one
FCN1,Fcnb,ortholog_one2many
EME1,Eme1,ortholog_one2one
UPK3A,Upk3a,ortholog_one2one
CSDC2,Csdc2,ortholog_one2one
NEURL1,Neurl1a,ortholog_one2one
RIC8B,Ric8b,ortholog_one2one
DHRS12,,
MRPL4,Mrpl4,ortholog_one2one
ST3GAL2,St3gal2,ortholog_one2one
ASIC1,Asic1,ortholog_one2one
KXD1,,
BAHD1,Bahd1,ortholog_one2one
,,
CWH43,Cwh43,ortholog_one2one
Metazoa_SRP,,
EI24,Ei24,ortholog_one2one
MIX23,Ccdc58,ortholog_one2one
,,
COL4A6,Col4a6,ortholog_one2one
U6,Gm26214,ortholog_one2one
ZNF319,Cngb1,ortholog_one2one
MEGF8,Megf8,ortholog_one2one
BRSK1,Brsk1,ortholog_one2one
,,
PSMC3IP,Psmc3ip,ortholog_one2one
SFI1,Sfi1,ortholog_one2one
ASB16,Asb16,ortholog_one2one
,Mrpl27,ortholog_one2many
,,
mml-mir-584,,
RBFOX3,Rbfox3,ortholog_one2one
,,
Metazoa_SRP,,
PIGN,Pign,ortholog_one2one
TJP3,Tjp3,ortholog_one2one
GDI1,Gdi1,ortholog_one2one
,,
,,
IRAK4,Irak4,ortholog_one2one
,,
,,
U6,,
Metazoa_SRP,,
,,
,,
CSTA,Cstdc5,ortholog_one2many
CSTA,Csta3,ortholog_one2many
CSTA,Cstdc6,ortholog_one2many
CSTA,Csta1,ortholog_one2many
CSTA,Csta2,ortholog_one2many
CSTA,Stfa2,ortholog_one2many
CSTA,Stfa3,ortholog_one2many
CSTA,Stfa1,ortholog_one2many
CSTA,Stfa2l1,ortholog_one2many
CSTA,Cstdc4,ortholog_one2many
Metazoa_SRP,,
C10H20orf141,,
ZNF175,,
,,
,Gm23626,ortholog_many2many
,Gm25800,ortholog_many2many
,Snora9,ortholog_many2many
,,
Metazoa_SRP,,
IL6ST,Il6st,ortholog_one2one
ABCA15,Abca15,ortholog_one2many
UBA52,Uba52,ortholog_one2one
TMEM272,,
RPL31,,
FCN2,Fcnb,ortholog_one2many
ELAVL3,Elavl3,ortholog_one2one
,,
,,
SLC7A3,Slc7a3,ortholog_one2one
,,
,,
NARS1,Nars,ortholog_one2one
MYO1G,Myo1g,ortholog_one2one
,Abca15,ortholog_one2many
SH3PXD2A,Sh3pxd2a,ortholog_one2one
SLC35A2,Slc35a2,ortholog_one2one
BIRC6,Birc6,ortholog_one2one
KIAA0930,5031439G07Rik,ortholog_one2one
CPXM1,Cpxm1,ortholog_one2one
,,
ARHGEF38,Arhgef38,ortholog_one2one
,,
DMPK,Dmwd,ortholog_one2one
SPATA2L,Spata2l,ortholog_one2one
TRAK2,Trak2,ortholog_one2one
ICAM1,Icam1,ortholog_one2one
ABLIM3,Ablim3,ortholog_one2one
SP140,Sp100,ortholog_one2one
,,
EGR2,Egr2,ortholog_one2one
,,
CCDC70,Ccdc70,ortholog_one2one
ACO2,Aco2,ortholog_one2one
U6,,
Y_RNA,,
SUSD2,Susd2,ortholog_one2one
ACE,Ace,ortholog_one2one
B3GAT3,B3gat3,ortholog_one2one
ACTR2,Actr2,ortholog_one2one
UQCRC2,Uqcrc2,ortholog_one2many
U6,,
TMEM202,,
,Ddx19a,ortholog_one2one
,,
Y_RNA,,
,Mia2,ortholog_one2many
Metazoa_SRP,,
GPR39,Gpr39,ortholog_one2one
,,
U6,,
FAM76B,Fam76b,ortholog_one2one
AAMDC,Aamdc,ortholog_one2one
PSAT1,Psat1,ortholog_one2many
SMARCD1,Smarcd1,ortholog_one2one
Metazoa_SRP,,
VPS9D1,Vps9d1,ortholog_one2one
,,
,,
mml-mir-639,,
,Psmc1,ortholog_one2many
,,
ATP7B,Atp7b,ortholog_one2one
,,
COX6A2,Cox6a2,ortholog_one2one
SNORA20B,Snora20,ortholog_one2many
LYPD1,Lypd1,ortholog_one2one
Metazoa_SRP,,
CHST14,Chst14,ortholog_one2one
CXCL11,,
,,
RAPH1,Raph1,ortholog_one2one
NDUFB7,Ndufb7,ortholog_one2one
TMEM59L,Tmem59l,ortholog_one2one
,,
ARIH1,Arih1,ortholog_one2one
PIM2,Pim2,ortholog_one2one
SNX12,Snx12,ortholog_one2one
Metazoa_SRP,,
TMEM150B,Tmem150b,ortholog_one2one
SAP18,Sap18b,ortholog_one2many
SAP18,Sap18,ortholog_one2many
ADO,Ado,ortholog_one2one
UBAC2,Ubac2,ortholog_one2one
RETREG3,Retreg3,ortholog_one2one
,,
mml-mir-153-1,,
,,
U6,Gm23448,ortholog_one2one
Metazoa_SRP,,
,,
,,
,Ggt1,ortholog_one2many
P2RX1,P2rx1,ortholog_one2one
APBA3,Apba3,ortholog_one2one
RESP18,Resp18,ortholog_one2one
VPS41,Vps41,ortholog_one2one
CLEC17A,,
TMEM263,Tmem263,ortholog_one2one
INTS12,Ints12,ortholog_one2one
,,
ZNF365,Zfp365,ortholog_one2one
,,
CXCL10,Cxcl10,ortholog_one2one
ROM1,Rom1,ortholog_one2one
,,
,,
,,
,,
INTS4,Ints4,ortholog_one2one
ARMC5,Armc5,ortholog_one2one
COL5A1,Col5a1,ortholog_one2one
TEPP,Tepp,ortholog_one2one
CXCL9,Cxcl9,ortholog_one2one
CCDC32,Ccdc32,ortholog_one2one
,,
,,
SLC6A1,Slc6a1,ortholog_one2one
TWF1,Twf1,ortholog_one2one
Metazoa_SRP,,
ICAM4,Icam4,ortholog_one2one
,,
MTERF2,Mterf2,ortholog_one2one
Metazoa_SRP,,
,,
Metazoa_SRP,,
Y_RNA,Gm24379,ortholog_one2many
Metazoa_SRP,,
OTUD5,Otud5,ortholog_one2one
,,
U6,,
FECH,Fech,ortholog_one2one
EBF4,Ebf4,ortholog_one2one
,,
Metazoa_SRP,,
RTKN2,Rtkn2,ortholog_one2one
DNPEP,Dnpep,ortholog_one2one
U6,,
U6,,
,,
mml-mir-607,,
Metazoa_SRP,,
ICAM5,Icam5,ortholog_one2one
Y_RNA,,
,,
TRPC4,Trpc4,ortholog_one2one
WDFY3,Wdfy3,ortholog_one2one
MEN1,Men1,ortholog_one2one
AKAIN1,Akain1,ortholog_one2one
KMT5C,Kmt5c,ortholog_one2one
STN1,Stn1,ortholog_one2one
,,
,Golga2,ortholog_one2many
STT3A,Stt3a,ortholog_one2one
EML3,Eml3,ortholog_one2one
,,
PURB,Purb,ortholog_one2one
UTP14C,Utp14a,ortholog_many2many
UTP14C,Utp14b,ortholog_many2many
GPD1,Gpd1,ortholog_one2one
TGFB1I1,Tgfb1i1,ortholog_one2one
MRPL54,Mrpl54,ortholog_one2one
LCOR,Lcor,ortholog_one2one
Metazoa_SRP,,
RPUSD2,Rpusd2,ortholog_one2one
,,
ATP2A3,Atp2a3,ortholog_one2one
Y_RNA,,
ZBTB14,Zbtb14,ortholog_one2one
SDAD1,Sdad1,ortholog_one2one
CRY1,Cry1,ortholog_one2one
Metazoa_SRP,,
SLC35A4,Slc35a4,ortholog_one2one
COL4A5,Col4a5,ortholog_one2one
USB1,Usb1,ortholog_one2one
U6,,
FAM50A,Fam50a,ortholog_one2one
ADGRE2,,
,,
TSPAN10,Tspan10,ortholog_one2one
TLE4,Tle4,ortholog_one2one
Y_RNA,,
CEP57,Cep57,ortholog_one2one
Metazoa_SRP,,
COX6B2,Cox6b2,ortholog_one2one
KNL1,Knl1,ortholog_one2one
Metazoa_SRP,,
,,
,E230025N22Rik,ortholog_one2one
U1,,
ASXL3,Asxl3,ortholog_one2one
,,
H2AZ2,H2az2,ortholog_one2one
TTC23L,Ttc23l,ortholog_one2one
,Dppa3,ortholog_one2many
COL5A2,Col5a2,ortholog_one2one
,,
FOXO4,Foxo4,ortholog_one2one
U6,,
U6,Gm24535,ortholog_one2one
,,
ATP9B,Atp9b,ortholog_one2one
,,
,,
SNORD27,,
U6,,
,,
MIR128-1,Mir128-1,ortholog_one2one
PDE6G,Pde6g,ortholog_one2one
NUP50,Nup50,ortholog_one2many
NUP50,Nup50l,ortholog_one2many
,Ube2l3,ortholog_one2many
RAX2,,
KCTD14,Kctd14,ortholog_one2one
CXHXorf65,Gm614,ortholog_one2one
KCND1,Kcnd1,ortholog_one2one
GARIN5B,Garin5b,ortholog_one2one
U6,,
ARID5B,Arid5b,ortholog_one2one
MAP4K2,Map4k2,ortholog_one2one
PRR36,Prr36,ortholog_one2one
BBS4,Bbs4,ortholog_one2one
TUFM,Tufm,ortholog_one2one
UBXN4,Ubxn4,ortholog_one2one
ZGLP1,Zglp1,ortholog_one2one
GPR18,Gpr18,ortholog_one2one
,,
HMGN5,Hmgn5,ortholog_one2one
GSTCD,Gstcd,ortholog_one2one
OXLD1,Oxld1,ortholog_one2one
CRLF1,Crlf1,ortholog_one2one
BAZ2A,Baz2a,ortholog_one2one
,,
Metazoa_SRP,,
MMP15,Mmp15,ortholog_one2one
5S_rRNA,n-R5s60,ortholog_one2many
PDZD9,Pdzd9,ortholog_one2one
,,
CCDC137,Ccdc137,ortholog_one2one
,,
,,
GPR183,Gpr183,ortholog_one2one
NDUFC2,Ndufc2,ortholog_one2one
LRRC8E,Lrrc8e,ortholog_one2one
IL11,Il11,ortholog_one2one
UFM1,Ufm1,ortholog_one2one
ONECUT2,Onecut2,ortholog_one2one
,,
,,
STRADB,Stradb,ortholog_one2one
PSMD12,Psmd12,ortholog_one2one
,,
EPB41L3,Epb41l3,ortholog_one2one
TMEM117,Tmem117,ortholog_one2one
LENG8,Leng8,ortholog_one2one
SCARNA16,,
CD14,Cd14,ortholog_one2one
MOSMO,Mosmo,ortholog_one2one
ABLIM1,Ablim1,ortholog_one2one
,Ppp1cc,ortholog_one2many
CA9,Car9,ortholog_one2one
,,
IL2RG,Il2rg,ortholog_one2one
,,
ZNF276,Zfp276,ortholog_one2one
Metazoa_SRP,,
FCF1,Fcf1,ortholog_one2one
TGFBR3L,Tgfbr3l,ortholog_one2one
Metazoa_SRP,,
HRH1,Hrh1,ortholog_one2one
MATK,Matk,ortholog_one2one
ARL16,Arl16,ortholog_one2one
U6,,
THRSP,Thrsp,ortholog_one2one
FDX2,Fdx2,ortholog_one2one
TMEM190,Tmem190,ortholog_one2one
SLIT1,Slit1,ortholog_one2one
ST8SIA3,St8sia3,ortholog_one2one
TUBG1,Tubg1,ortholog_one2one
CERS5,Lima1,ortholog_one2one
RAD1,Rad1,ortholog_one2one
Metazoa_SRP,,
,,
TM9SF2,Tm9sf2,ortholog_one2one
CCDC178,Ccdc178,ortholog_one2one
CHEK1,Chek1,ortholog_one2one
,,
Y_RNA,,
,,
SEC14L1,Sec14l1,ortholog_one2one
,Sco1,ortholog_one2many
,,
TMCO6,Tmco6,ortholog_one2one
HTR3B,Htr3b,ortholog_one2one
PLXNA3,Plxna3,ortholog_one2one
CLASP1,Clasp1,ortholog_one2one
Metazoa_SRP,,
SNAPC2,Snapc2,ortholog_one2one
POLR3H,Polr3h,ortholog_one2one
Metazoa_SRP,,
ATG7,Atg7,ortholog_one2one
MTA2,Mta2,ortholog_one2one
,,
CFAP20,Cfap20,ortholog_one2one
SH3BGRL,Sh3bgrl,ortholog_one2one
VWA3A,Vwa3a,ortholog_one2one
Metazoa_SRP,,
ADPGK,Adpgk,ortholog_one2one
U6,,
LCT,Lct,ortholog_one2one
ARHGEF39,Arhgef39,ortholog_one2one
KLHL26,Klhl26,ortholog_one2one
U6,,
SPRYD3,Spryd3,ortholog_one2one
,,
FREM2,Frem2,ortholog_one2one
DES,Des,ortholog_one2one
,,
,,
,,
,,
,,
,,
GRIPAP1,Gripap1,ortholog_one2one
,Iglc4,ortholog_many2many
,Iglc3,ortholog_many2many
,Iglc1,ortholog_many2many
,Iglc2,ortholog_many2many
ALG8,Alg8,ortholog_one2one
LATS2,Lats2,ortholog_one2one
KCNH6,Kcnh6,ortholog_one2one
,,
NLGN4Y,,
,,
PPIA,,
,,
HTR3A,Htr3a,ortholog_one2one
,Ybx1,ortholog_one2one
NPNT,Npnt,ortholog_one2one
PHF5A,Phf5a,ortholog_one2one
TMEM238,Tmem238,ortholog_one2one
,Gm6377,ortholog_one2one
RAVER1,Raver1,ortholog_one2one
RAD51,Rad51,ortholog_one2one
PHF21B,Phf21b,ortholog_one2one
WDR7,Wdr7,ortholog_one2one
,,
FGF3,Fgf3,ortholog_one2one
,,
YLPM1,Ylpm1,ortholog_one2one
RPL28,,
U6,,
SUN5,Sun5,ortholog_one2one
C2CD6,C2cd6,ortholog_one2one
NELL2,Nell2,ortholog_one2one
,,
CRTC1,Crtc1,ortholog_one2one
HGS,Hgs,ortholog_one2one
,,
,,
MTMR2,Mtmr2,ortholog_one2one
Metazoa_SRP,,
,Ggt1,ortholog_one2many
,,
,,
ZNF653,Zfp653,ortholog_one2one
BRIX1,Brix1,ortholog_one2one
NELL1,Nell1,ortholog_one2one
PSMA4,Psma4,ortholog_one2one
TOB2,Tob2,ortholog_one2one
,Ppp2r5c,ortholog_one2many
Metazoa_SRP,,
,,
CCDC107,Ccdc107,ortholog_one2one
Metazoa_SRP,,
NDUFA2,Ndufa2,ortholog_one2one
FGF4,Fgf4,ortholog_one2one
,,
,,
CTXN1,Ctxn1,ortholog_one2one
,,
Metazoa_SRP,,
,,
U6,Gm56024,ortholog_one2many
SLK,Slk,ortholog_one2one
CSNK2A2,Csnk2a2,ortholog_one2one
U2,Gm23472,ortholog_many2many
U2,Gm24950,ortholog_many2many
U2,Rnu2-10,ortholog_many2many
U2,Gm23444,ortholog_many2many
U2,Gm25813,ortholog_many2many
U2,Gm23971,ortholog_many2many
U2,Gm25939,ortholog_many2many
U2,Gm23849,ortholog_many2many
U2,,
FANCA,Fanca,ortholog_one2one
,,
SLC5A2,Slc5a2,ortholog_one2one
CABCOCO1,Cabcoco1,ortholog_one2one
Metazoa_SRP,,
,,
mml-mir-98,Mir98,ortholog_one2one
,,
,,
TACO1,Taco1,ortholog_one2one
,,
FGF19,Fgf15,ortholog_one2one
OCA2,Oca2,ortholog_one2one
ACRV1,Acrv1,ortholog_one2one
CD28,Cd28,ortholog_one2one
,,
,Bend2,ortholog_many2many
RNase_MRP,Rmrp,ortholog_one2one
mml-let-7f-2,Mirlet7f-2,ortholog_one2one
TIMM44,Timm44,ortholog_one2one
MCM6,Mcm6,ortholog_one2one
UBE2S,Ube2s,ortholog_one2many
UBE2S,Gm2296,ortholog_one2many
SIT1,Sit1,ortholog_one2one
KCNE3,Kcne3,ortholog_one2one
,,
IK,Ik,ortholog_one2one
PITPNC1,,
SDR42E2,Gm5737,ortholog_one2one
TEF,Tef,ortholog_one2one
MYO5B,Myo5b,ortholog_one2one
LRRC75B,Lrrc75b,ortholog_one2one
ZZEF1,Zzef1,ortholog_one2one
ZMIZ2,Zmiz2,ortholog_one2one
,,
AFAP1L1,Afap1l1,ortholog_one2one
RMDN3,Rmdn3,ortholog_one2one
LTO1,LTO1,ortholog_one2one
LIPT2,Lipt2,ortholog_one2one
ZBTB16,Zbtb16,ortholog_one2one
ATXN2L,Atxn2l,ortholog_one2one
U4,,
,,
U6,,
U4,,
,,
HYKK,Hykk,ortholog_one2one
,,
,,
Metazoa_SRP,,
ELAVL1,Elavl1,ortholog_one2one
AARS1,Aars,ortholog_one2one
Metazoa_SRP,,
,,
CTLA4,Ctla4,ortholog_one2one
SHISA7,Shisa7,ortholog_one2one
AGXT,Agxt,ortholog_one2one
CHRNA5,Chrna5,ortholog_one2one
U6,,
SPEG,Speg,ortholog_one2one
,,
,,
CD72,Cd72,ortholog_one2one
,,
,,
BTBD11,Abtb3,ortholog_one2one
,,
Metazoa_SRP,,
Metazoa_SRP,,
Metazoa_SRP,,
DNAJC21,Dnajc21,ortholog_one2one
POLD3,,
TMEM26,Tmem26,ortholog_one2one
,,
,,
EEF2K,Eef2k,ortholog_one2one
FMR1,Fmr1,ortholog_one2one
,,
,,
,,
Metazoa_SRP,,
CYorf15A,,
SNRPD3,Snrpd3,ortholog_one2one
,,
Metazoa_SRP,,
PLEKHH3,Plekhh3,ortholog_one2one
COMP,Comp,ortholog_one2one
Metazoa_SRP,,
ZC3H7B,Zc3h7b,ortholog_one2one
CHRNA3,Chrna3,ortholog_one2one
DNAJC3,Dnajc3,ortholog_one2one
MED12,Med12,ortholog_one2one
CCL25,,
PROCA1,Proca1,ortholog_one2one
SEPTIN9,Septin9,ortholog_one2one
MAP3K3,Map3k3,ortholog_one2one
TYK2,Tyk2,ortholog_one2one
GABRG3,Gabrg3,ortholog_one2one
ARHGAP19,Arhgap19,ortholog_one2one
Metazoa_SRP,,
Y_RNA,,
Y_RNA,,
WDR55,Wdr55,ortholog_one2one
ARHGAP8,Arhgap8,ortholog_one2one
PHF8,Phf8,ortholog_one2one
CCND1,Ccnd1,ortholog_one2one
Metazoa_SRP,,
Metazoa_SRP,,
Metazoa_SRP,,
TESK1,Tesk1,ortholog_one2one
NAAA,Naaa,ortholog_one2one
,,
SNORA74,,
Metazoa_SRP,,
,,
,,
CLYBL,Clybl,ortholog_one2one
CCDC113,Ccdc113,ortholog_one2one
CHRNB4,Chrnb4,ortholog_one2one
Metazoa_SRP,,
Metazoa_SRP,,
ECSIT,Ecsit,ortholog_one2one
TBCK,Tbck,ortholog_one2one
RPL6,Rpl6,ortholog_one2many
,,
SF1,Sf1,ortholog_one2one
,,
ZNF333,,
MAB21L4,Mab21l4,ortholog_one2one
AHSP,,
NNMT,Nnmt,ortholog_one2one
,,
,,
,,
Metazoa_SRP,,
ISOC2,Isoc2b,ortholog_one2many
ISOC2,Isoc2a,ortholog_one2many
RAB34,Rab34,ortholog_one2one
TUT1,Tut1,ortholog_one2one
IGFBP6,Igfbp6,ortholog_one2one
GABRA5,Gabra5,ortholog_one2one
Metazoa_SRP,,
,,
ICOS,Icos,ortholog_one2one
DND1,Dnd1,ortholog_one2one
Metazoa_SRP,,
,,
,,
,,
Y_RNA,,
GUCD1,Gucd1,ortholog_one2one
CERS6,Cers6,ortholog_one2one
,,
,,
,,
,,
C14H11orf71,Gm5617,ortholog_one2one
GRPEL2,Grpel2,ortholog_one2one
,Golga2,ortholog_one2many
Metazoa_SRP,,
LAGE3,Lage3,ortholog_one2many
,,
PRR5,Prr5,ortholog_one2one
Metazoa_SRP,,
CCR10,Ccr10,ortholog_one2one
Metazoa_SRP,,
CROCC2,Crocc2,ortholog_one2one
Metazoa_SRP,,
RBM7,Rbm7,ortholog_one2one
DARS1,Dars,ortholog_one2one
SOAT2,Soat2,ortholog_one2one
EEF1G,Eef1g,ortholog_one2many
RSPH6A,Rsph6a,ortholog_one2one
FBN3,,
EIF4ENIF1,Eif4enif1,ortholog_one2one
CLEC18A,Clec18a,ortholog_one2one
Metazoa_SRP,,
NOL11,Nol11,ortholog_one2one
PPEF2,Ppef2,ortholog_one2one
C19orf85,Gm36210,ortholog_one2one
Metazoa_SRP,,
,,
,Golga2,ortholog_one2many
NLGN3,Nlgn3,ortholog_one2one
,,
PTPN11,Ptpn11,ortholog_one2one
,,
,,
,,
mml-mir-7166,,
CHRDL2,Chrdl2,ortholog_one2one
Y_RNA,,
CNTNAP1,Cntnap1,ortholog_one2one
,,
,,
OR7C1,,
,,
,,
NAT14,Nat14,ortholog_one2one
,,
,,
,,
RPL23A,,
Metazoa_SRP,,
,,
,,
DBX2,Dbx2,ortholog_one2one
Y_RNA,,
FAM166B,Fam166b,ortholog_one2one
POLR3E,Polr3e,ortholog_one2one
PARD3B,Pard3b,ortholog_one2one
,,
OR7A10,Or7a40,ortholog_many2many
OR7A10,Or7a42,ortholog_many2many
OR7A10,Or7a36,ortholog_many2many
OR7A10,Or7a38,ortholog_many2many
,,
,,
,,
UBL4A,Slc10a3,ortholog_one2one
TREH,Treh,ortholog_one2one
Metazoa_SRP,,
Metazoa_SRP,,
,,
Metazoa_SRP,,
CLTRN,Cltrn,ortholog_one2one
,Or7a40,ortholog_many2many
,Or7a42,ortholog_many2many
,Or7a36,ortholog_many2many
,Or7a38,ortholog_many2many
AGXT2,Agxt2,ortholog_one2one
SYMPK,Sympk,ortholog_one2one
UPF1,Upf1,ortholog_one2one
RTL6,Rtl6,ortholog_one2one
PCYOX1L,Pcyox1l,ortholog_one2one
ENPP7,Enpp7,ortholog_one2one
PRSS54,Prss54,ortholog_one2one
U6,,
,Or7a40,ortholog_many2many
,Or7a42,ortholog_many2many
,Or7a36,ortholog_many2many
,Or7a38,ortholog_many2many
Metazoa_SRP,,
REXO2,Rexo2,ortholog_one2one
VGLL4,Vgll4,ortholog_one2one
SP100,,ortholog_one2many
SP100,,ortholog_one2many
SPIRE2,Spire2,ortholog_one2one
,,
HARS1,Hars,ortholog_one2one
SNORD42,Snord42b,ortholog_one2one
,,
Metazoa_SRP,,
,,
ZFR2,Zfr2,ortholog_one2one
,,
,,
SNORA38B,,
,,
,,
SNORD4A,Snord4a,ortholog_one2one
XPO4,Xpo4,ortholog_one2one
,,
KDM5D,Kdm5d,ortholog_one2one
Metazoa_SRP,,
ADCY9,Adcy9,ortholog_one2one
U6,,
,,
,,
RUSC2,Rusc2,ortholog_one2one
Metazoa_SRP,,
SNORD42,Snord42a,ortholog_one2one
GABRB3,Gabrb3,ortholog_one2one
U2,,
Metazoa_SRP,,
Metazoa_SRP,,
Metazoa_SRP,,
UGGT2,Uggt2,ortholog_one2one
Metazoa_SRP,,
RNF169,Rnf169,ortholog_one2one
PROX2,Prox2,ortholog_one2one
TLCD1,Tlcd1,ortholog_one2one
,,
U6,,
Metazoa_SRP,,
NHLRC3,Nhlrc3,ortholog_one2one
Metazoa_SRP,,
AHNAK,Ahnak,ortholog_one2one
,Cops2,ortholog_one2many
CBX2,Cbx2,ortholog_one2one
ZIC5,Zic5,ortholog_one2one
,,
SSC5D,Ssc5d,ortholog_one2one
PWP1,Pwp1,ortholog_one2one
,,
,Or7a39,ortholog_one2many
,Or7a37,ortholog_one2many
FASTKD1,Fastkd1,ortholog_one2one
,,
Metazoa_SRP,,
CSAD,Csad,ortholog_one2one
ANO6,Ano6,ortholog_one2one
,,
,,
,,
OR7C2,Or7c70,ortholog_one2one
,,
KLHL14,Klhl14,ortholog_one2one
ATP5F1B,Atp5b,ortholog_one2many
ADAMTS7,Adamts7,ortholog_one2one
Metazoa_SRP,,
NOSTRIN,Nostrin,ortholog_one2one
,,
SNORD4B,,
,,
,,
ZIC2,Zic2,ortholog_one2one
XYLT1,Xylt1,ortholog_one2one
U6,,
USO1,Uso1,ortholog_one2one
CA5B,Car5b,ortholog_one2one
COL17A1,Col17a1,ortholog_one2one
BPTF,Bptf,ortholog_one2one
XRRA1,Xrra1,ortholog_one2one
,,
,,
RNF152,Rnf152,ortholog_one2one
DLST,Dlst,ortholog_one2one
NEK8,Nek8,ortholog_one2one
GJB1,Gjb1,ortholog_one2one
SNED1,Sned1,ortholog_one2one
NXPE1,Nxpe4,ortholog_one2one
,,
Y_RNA,,
IL17B,Il17b,ortholog_one2one
RANGAP1,Rangap1,ortholog_one2one
DRG1,Drg1,ortholog_one2one
KCTD21,Kctd21,ortholog_one2one
MAML2,Maml2,ortholog_one2one
Metazoa_SRP,,
PECR,Pecr,ortholog_one2one
SCGB1A1,Scgb1a1,ortholog_one2one
,,
Metazoa_SRP,,
SLC1A6,Slc1a6,ortholog_one2one
,,
,,
,,
,,
UPB1,Upb1,ortholog_one2one
SHISAL1,Shisal1,ortholog_one2one
,,
TCF25,Tcf25,ortholog_one2one
Metazoa_SRP,,
,,
,,
U1,Gm23511,ortholog_one2many
,,
,Gm55458,ortholog_one2many
mml-mir-143,Mir143,ortholog_one2one
,,
mml-mir-1260b,,
U3,,
SLC25A10,Slc25a10,ortholog_one2one
,Gm55458,ortholog_one2many
USP35,Usp35,ortholog_one2one
,Bend2,ortholog_many2many
,,
U6,,
Metazoa_SRP,,
,,
Metazoa_SRP,,
mml-mir-145,Mir145a,ortholog_one2one
Y_RNA,,
Metazoa_SRP,,
PCCA,Pcca,ortholog_one2one
,,
PRDM4,Prdm4,ortholog_one2one
BPIFB2,Bpifb2,ortholog_one2one
Metazoa_SRP,,
Metazoa_SRP,,
,,
,,
Metazoa_SRP,,
ZRSR2,,
CBX8,Cbx8,ortholog_one2one
,,
CDH20,Cdh20,ortholog_one2one
,,
,,
SPCS2,Spcs2,ortholog_one2many
GAREM1,Garem1,ortholog_one2one
C7H15orf62,Gm14137,ortholog_one2one
,,
TXNL1,Txnl1,ortholog_one2one
Metazoa_SRP,,
CCDC82,Ccdc82,ortholog_one2one
ASRGL1,Asrgl1,ortholog_one2one
,,
,,
PATZ1,Patz1,ortholog_one2one
FAM3A,Fam3a,ortholog_one2one
SBK2,Sbk2,ortholog_one2one
MYH13,Myh13,ortholog_one2one
,,
,,
DDX3X,Ddx3x,ortholog_one2one
PTGES3,,
GAB2,Gab2,ortholog_one2one
,Rnaseh2b,ortholog_one2many
CDR2,Cdr2,ortholog_one2one
,,
NXPE2,Nxpe2,ortholog_one2one
Metazoa_SRP,,
NRP2,Nrp2,ortholog_one2one
,,
FRAT1,Frat1,ortholog_one2many
FRAT1,Peg12,ortholog_one2many
,,
Y_RNA,,
CSNK1A1,Csnk1a1,ortholog_one2many
Metazoa_SRP,,
GCHFR,Gchfr,ortholog_one2one
,,
Metazoa_SRP,,
Metazoa_SRP,,
,,
YARS2,Yars2,ortholog_one2one
FRAT2,Frat2,ortholog_one2one
,,
Metazoa_SRP,,
Metazoa_SRP,,
Metazoa_SRP,,
,,
SPEGNB,,
SBK3,Sbk3,ortholog_one2one
,,
,,
PRLR,Prlr,ortholog_one2one
,,
,,
,,
Metazoa_SRP,,
TMEM200C,Tmem200c,ortholog_one2one
AP1S2,Ap1s2,ortholog_one2one
Metazoa_SRP,,
U6,,
DNAJC17,Dnajc17,ortholog_one2many
KCTD12,Kctd12,ortholog_one2one
,,
,,
STOML3,Stoml3,ortholog_one2one
ZNF740,Zfp740,ortholog_one2one
ZMYM3,Zmym3,ortholog_one2one
UNC13B,Unc13b,ortholog_one2one
SCGB1D4,,
CERS4,Cers4,ortholog_one2one
NEU3,Neu3,ortholog_one2one
,,
LARP4,Larp4,ortholog_one2one
FOXA3,Foxa3,ortholog_one2one
PARVG,Parvg,ortholog_one2one
L3MBTL4,L3mbtl4,ortholog_one2one
CXCR4,Cxcr4,ortholog_one2one
ZNF579,Zfp579,ortholog_one2one
CBX4,Cbx4,ortholog_one2one
CHADL,Chadl,ortholog_one2one
ACOD1,Acod1,ortholog_one2one
RRP12,Rrp12,ortholog_one2one
Y_RNA,Gm54376,ortholog_one2one
,Rps16,ortholog_one2one
SCGB1D2,,
NARS2,Nars2,ortholog_one2one
,,
,,
TNFSF8,Tnfsf8,ortholog_one2one
,,
TRAF4,Traf4,ortholog_one2one
IRF2BP1,,
PKP2,Pkp2,ortholog_one2one
METTL9,Mettl9,ortholog_one2one
JRKL,Jrkl,ortholog_one2one
GMPPA,Gmppa,ortholog_one2one
,,
Metazoa_SRP,,
CADM1,Cadm1,ortholog_one2one
MEP1B,Mep1b,ortholog_one2one
SCGB2A1,Scgb2a2,ortholog_one2one
,,
EZH1,Ezh1,ortholog_one2one
C20orf173,6430550D23Rik,ortholog_one2one
,,
U6,,
,,
,,
SPECC1L,Specc1l,ortholog_one2one
,,
FIZ1,Fiz1,ortholog_one2one
,,
U3,,
Metazoa_SRP,,
,Exosc1,ortholog_one2one
,Ccdc105,ortholog_one2many
G6PD,G6pd2,ortholog_one2many
G6PD,G6pdx,ortholog_one2many
MYPOP,Mypop,ortholog_one2one
Metazoa_SRP,,
